"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS all speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS all speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS all speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS all speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS all speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS all speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS all speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS all speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS all speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS all speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS all speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS all speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS all speaker_seq__MAX"
"49","0.5894000765914907","0.5894000765914907","0.5894000765914907","0.5571617637525508","0.5571617637525508","0.5571617637525508","0.5776379676178541","0.5776379676178541","0.5776379676178541","0.559403768479171","0.559403768479171","0.559403768479171","0.6550881426265117","0.6550881426265117","0.6550881426265117","0.6113508604138581","0.6113508604138581","0.6113508604138581"
