"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC2__MAX"
"17","0.3125","0.3125","0.3125","0.54375","0.54375","0.54375","0.45","0.45","0.45","0.59375","0.59375","0.59375","0.31875","0.31875","0.31875","0.30625","0.30625","0.30625"
