"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_joint_emb speaker_seq__MAX"
"24","0.12410920018536709","0.12410920018536709","0.12410920018536709","0.08451273909847712","0.08451273909847712","0.08451273909847712","0.12535003398233968","0.12535003398233968","0.12535003398233968","0.11761392146671512","0.11761392146671512","0.11761392146671512","0.1378548532536663","0.1378548532536663","0.1378548532536663","0.12494816538335374","0.12494816538335374","0.12494816538335374"
