"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness OC3 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness OC3 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness OC3 speaker_seq__MAX"
"96","0.026070835174179297","0.026070835174179297","0.026070835174179297","0.036565150144469705","0.036565150144469705","0.036565150144469705","0.04362094171512043","0.04362094171512043","0.04362094171512043","0.07390940193571793","0.07390940193571793","0.07390940193571793","0.051664169020878115","0.051664169020878115","0.051664169020878115","0.07661238808381088","0.07661238808381088","0.07661238808381088"
