"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS OC3 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS OC3 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS OC3 speaker_seq__MAX"
"97","0.45205885331884604","0.45205885331884604","0.45205885331884604","0.5120550249198148","0.5120550249198148","0.5120550249198148","0.5125789236883606","0.5125789236883606","0.5125789236883606","0.5987623566911003","0.5987623566911003","0.5987623566911003","0.4334635817354832","0.4334635817354832","0.4334635817354832","0.7470038435453388","0.7470038435453388","0.7470038435453388"
