"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score X speaker_seq__MAX"
"68","0.17334647517366986","0.17334647517366986","0.17334647517366986","0.14525128214297334","0.14525128214297334","0.14525128214297334","0.19650348253630756","0.19650348253630756","0.19650348253630756","0.10693401319817959","0.10693401319817959","0.10693401319817959","0.27548233893243335","0.27548233893243335","0.27548233893243335","0.05934264982994803","0.05934264982994803","0.05934264982994803"
