"Step","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC3 speaker_seq__MAX"
"101","0.008430018282979346","0.008430018282979346","0.008430018282979346","0.005875936018460047","0.005875936018460047","0.005875936018460047","0.007726717450540957","0.007726717450540957","0.007726717450540957","0.2748092772612285","0.2748092772612285","0.2748092772612285","0.011260243775876413","0.011260243775876413","0.011260243775876413","0.14396863077707933","0.14396863077707933","0.14396863077707933"
