"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq X","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq X__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq X__MAX"
"11","0.8875","0.8875","0.8875","0.9375","0.9375","0.9375","0.9125","0.9125","0.9125","0.95625","0.95625","0.95625","0.76875","0.76875","0.76875","0.80625","0.80625","0.80625"
