"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness OC1 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness OC1 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness OC1 speaker_seq__MAX"
"72","0.0035538725194073084","0.0035538725194073084","0.0035538725194073084","0.006151413208034473","0.006151413208034473","0.006151413208034473","0.007572016476959154","0.007572016476959154","0.007572016476959154","0.06395568695913201","0.06395568695913201","0.06395568695913201","0.007309697833438378","0.007309697833438378","0.007309697833438378","0.025527944704436423","0.025527944704436423","0.025527944704436423"
