"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_proj speaker_seq__MAX"
"37","0.7495111402566683","0.7495111402566683","0.7495111402566683","0.6018177863170082","0.6018177863170082","0.6018177863170082","0.5797935029658793","0.5797935029658793","0.5797935029658793","0.4985542814229249","0.4985542814229249","0.4985542814229249","0.6531253066306792","0.6531253066306792","0.6531253066306792","0.6082552306116218","0.6082552306116218","0.6082552306116218"
