"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness OC2 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness OC2 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness OC2 speaker_seq__MAX"
"84","0.00878632089525222","0.00878632089525222","0.00878632089525222","0.011437497712858069","0.011437497712858069","0.011437497712858069","0.012001010963250458","0.012001010963250458","0.012001010963250458","0.055049804126519386","0.055049804126519386","0.055049804126519386","0.006882933488993048","0.006882933488993048","0.006882933488993048","0.01129617036722419","0.01129617036722419","0.01129617036722419"
