"Step","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_proj speaker_seq__MAX"
"41","0.025388857934647686","0.025388857934647686","0.025388857934647686","0.015607277879561964","0.015607277879561964","0.015607277879561964","0.013176249019384075","0.013176249019384075","0.013176249019384075","0.09390144577972011","0.09390144577972011","0.09390144577972011","0.014576555644540334","0.014576555644540334","0.014576555644540334","0.14117022019530875","0.14117022019530875","0.14117022019530875"
