"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS OC2 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS OC2 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS OC2 speaker_seq__MAX"
"85","0.6657331289328268","0.6657331289328268","0.6657331289328268","0.6158848948550466","0.6158848948550466","0.6158848948550466","0.5256599873421764","0.5256599873421764","0.5256599873421764","0.5362712441440787","0.5362712441440787","0.5362712441440787","0.73272320838711","0.73272320838711","0.73272320838711","0.5619725351210902","0.5619725351210902","0.5619725351210902"
