"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness X speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness X speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness X speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness X speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness X speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness X speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness X speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness X speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness X speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness X speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness X speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness X speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness X speaker_seq__MAX"
"60","0.16417774234661286","0.16417774234661286","0.16417774234661286","0.12471031627046558","0.12471031627046558","0.12471031627046558","0.13644202172305586","0.13644202172305586","0.13644202172305586","0.2057650788672467","0.2057650788672467","0.2057650788672467","0.08286715580976578","0.08286715580976578","0.08286715580976578","0.07680771062989045","0.07680771062989045","0.07680771062989045"
