"Step","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OCs_joint_emb speaker_seq__MAX"
"29","0.012758807218483116","0.012758807218483116","0.012758807218483116","0.00802443520550343","0.00802443520550343","0.00802443520550343","0.009219984053892677","0.009219984053892677","0.009219984053892677","0.3370831327227546","0.3370831327227546","0.3370831327227546","0.012476297086766317","0.012476297086766317","0.012476297086766317","0.40571970284982156","0.40571970284982156","0.40571970284982156"
