"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC2 speaker_seq__MAX"
"92","0.05374347361418183","0.05374347361418183","0.05374347361418183","0.06604738713090089","0.06604738713090089","0.06604738713090089","0.026902477314501537","0.026902477314501537","0.026902477314501537","0.23488781905380826","0.23488781905380826","0.23488781905380826","0.039817134715347986","0.039817134715347986","0.039817134715347986","0.2257134823001589","0.2257134823001589","0.2257134823001589"
