"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC1__MAX"
"14","0.2375","0.2375","0.2375","0.25","0.25","0.25","0.39375","0.39375","0.39375","0.4","0.4","0.4","0.21875","0.21875","0.21875","0.3125","0.3125","0.3125"
