"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_proj speaker_seq__MAX"
"44","0.05877478458871757","0.05877478458871757","0.05877478458871757","0.049352463257327436","0.049352463257327436","0.049352463257327436","0.033004037222632315","0.033004037222632315","0.033004037222632315","0.0718907082149492","0.0718907082149492","0.0718907082149492","0.06338090411712308","0.06338090411712308","0.06338090411712308","0.15358151804204645","0.15358151804204645","0.15358151804204645"
