"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness all speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness all speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness all speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness all speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness all speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness all speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness all speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness all speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness all speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness all speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness all speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness all speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness all speaker_seq__MAX"
"48","0.2350341688536165","0.2350341688536165","0.2350341688536165","0.22960335293322498","0.22960335293322498","0.22960335293322498","0.19770888716783241","0.19770888716783241","0.19770888716783241","0.3090725194719409","0.3090725194719409","0.3090725194719409","0.13942740341332782","0.13942740341332782","0.13942740341332782","0.22230978168613813","0.22230978168613813","0.22230978168613813"
