"Step","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - completeness OCs_proj speaker_seq__MAX"
"36","0.026906073058060365","0.026906073058060365","0.026906073058060365","0.02705110903416441","0.02705110903416441","0.02705110903416441","0.04261415076415542","0.04261415076415542","0.04261415076415542","0.04575382211566981","0.04575382211566981","0.04575382211566981","0.015590493616875367","0.015590493616875367","0.015590493616875367","0.01579248539032352","0.01579248539032352","0.01579248539032352"
