"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test all speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test all speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test all speaker_seq__MAX"
"46","0.68125","0.68125","0.68125","0.75625","0.75625","0.75625","0.69375","0.69375","0.69375","0.80625","0.80625","0.80625","0.5625","0.5625","0.5625","0.7375","0.7375","0.7375"
