"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test X speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test X speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test X speaker_seq__MAX"
"58","0.7","0.7","0.7","0.70625","0.70625","0.70625","0.63125","0.63125","0.63125","0.8125","0.8125","0.8125","0.49375","0.49375","0.49375","0.69375","0.69375","0.69375"
