"Step","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm OC1 speaker_seq__MAX"
"77","0.007442930802199856","0.007442930802199856","0.007442930802199856","0.0037533674139521504","0.0037533674139521504","0.0037533674139521504","0.007856693208271696","0.007856693208271696","0.007856693208271696","0.37131947078576766","0.37131947078576766","0.37131947078576766","0.008907851144957317","0.008907851144957317","0.008907851144957317","0.4130034923092131","0.4130034923092131","0.4130034923092131"
