"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS OCs_joint_emb speaker_seq__MAX"
"25","0.5891262427211335","0.5891262427211335","0.5891262427211335","0.5521969928319006","0.5521969928319006","0.5521969928319006","0.531839736389624","0.531839736389624","0.531839736389624","0.5577110761804264","0.5577110761804264","0.5577110761804264","0.6495722481238051","0.6495722481238051","0.6495722481238051","0.6092206753782008","0.6092206753782008","0.6092206753782008"
