"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score all speaker_seq__MAX"
"56","0.02044646784142255","0.02044646784142255","0.02044646784142255","0.017259407409348417","0.017259407409348417","0.017259407409348417","0.02123894447682951","0.02123894447682951","0.02123894447682951","0.05503541839779665","0.05503541839779665","0.05503541839779665","0.026232639057720115","0.026232639057720115","0.026232639057720115","0.06302579044504497","0.06302579044504497","0.06302579044504497"
