"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_proj__MAX"
"5","0.53125","0.53125","0.53125","0.6375","0.6375","0.6375","0.6","0.6","0.6","0.61875","0.61875","0.61875","0.3875","0.3875","0.3875","0.4625","0.4625","0.4625"
