"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OC1 speaker_seq__MAX"
"80","0.020570434113776927","0.020570434113776927","0.020570434113776927","0.013275996874795574","0.013275996874795574","0.013275996874795574","0.030920533980112578","0.030920533980112578","0.030920533980112578","0.17400705866132649","0.17400705866132649","0.17400705866132649","0.0231897224832383","0.0231897224832383","0.0231897224832383","0.187076632886001","0.187076632886001","0.187076632886001"
