"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS OC1 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS OC1 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS OC1 speaker_seq__MAX"
"73","0.5508510777069441","0.5508510777069441","0.5508510777069441","0.4929164188537527","0.4929164188537527","0.4929164188537527","0.5532183493840214","0.5532183493840214","0.5532183493840214","0.5546601277403465","0.5546601277403465","0.5546601277403465","0.6003592975235065","0.6003592975235065","0.6003592975235065","0.6278513089580566","0.6278513089580566","0.6278513089580566"
