"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_joint_emb speaker_seq__MAX"
"22","0.5125","0.5125","0.5125","0.55625","0.55625","0.55625","0.65625","0.65625","0.65625","0.5875","0.5875","0.5875","0.55","0.55","0.55","0.575","0.575","0.575"
