"Step","vowels_ewt_b0.1_NoC3_S_bs16 - IRS X speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - IRS X speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - IRS X speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - IRS X speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - IRS X speaker_seq","vowels_filter_b1_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - IRS X speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - IRS X speaker_seq","vowels_filter_b0_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - IRS X speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - IRS X speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - IRS X speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - IRS X speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - IRS X speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - IRS X speaker_seq__MAX"
"61","0.5895290819280329","0.5895290819280329","0.5895290819280329","0.5610709723102839","0.5610709723102839","0.5610709723102839","0.5844507689744843","0.5844507689744843","0.5844507689744843","0.6521521771141339","0.6521521771141339","0.6521521771141339","0.655736558186953","0.655736558186953","0.655736558186953","0.7273793429126159","0.7273793429126159","0.7273793429126159"
