"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq all","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq all__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq all__MAX"
"8","0.76875","0.76875","0.76875","0.7625","0.7625","0.7625","0.8125","0.8125","0.8125","0.86875","0.86875","0.86875","0.6","0.6","0.6","0.83125","0.83125","0.83125"
