"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC2 speaker_seq__MAX"
"82","0.2875","0.2875","0.2875","0.3375","0.3375","0.3375","0.3625","0.3625","0.3625","0.4875","0.4875","0.4875","0.23125","0.23125","0.23125","0.2875","0.2875","0.2875"
