"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OC3__MAX"
"20","0.70625","0.70625","0.70625","0.625","0.625","0.625","0.7","0.7","0.7","0.75625","0.75625","0.75625","0.6125","0.6125","0.6125","0.70625","0.70625","0.70625"
