"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC3 speaker_seq__MAX"
"94","0.55","0.55","0.55","0.525","0.525","0.525","0.64375","0.64375","0.64375","0.5375","0.5375","0.5375","0.525","0.525","0.525","0.59375","0.59375","0.59375"
