"Step","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - mutual_info_score OCs_joint_emb speaker_seq__MAX"
"32","0.012323458750937894","0.012323458750937894","0.012323458750937894","0.010231415585120269","0.010231415585120269","0.010231415585120269","0.009833347286693463","0.009833347286693463","0.009833347286693463","0.06583047756720584","0.06583047756720584","0.06583047756720584","0.011777428534723296","0.011777428534723296","0.011777428534723296","0.09170141771365384","0.09170141771365384","0.09170141771365384"
