"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OC1 speaker_seq__MAX"
"70","0.2125","0.2125","0.2125","0.20625","0.20625","0.20625","0.275","0.275","0.275","0.34375","0.34375","0.34375","0.23125","0.23125","0.23125","0.31875","0.31875","0.31875"
