"Step","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - gaussian_total_correlation_norm all speaker_seq__MAX"
"53","0.053182125431195264","0.053182125431195264","0.053182125431195264","0.054353289406852676","0.054353289406852676","0.054353289406852676","0.0715320602147338","0.0715320602147338","0.0715320602147338","0.31077998585348443","0.31077998585348443","0.31077998585348443","0.09414383210023411","0.09414383210023411","0.09414383210023411","0.33074613978662726","0.33074613978662726","0.33074613978662726"
