"Step","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MAX"
"36","137.9377899169922","137.9377899169922","137.9377899169922","67.48754119873047","67.48754119873047","67.48754119873047","19.53268051147461","19.53268051147461","19.53268051147461","0","0","0","0.22189170122146606","0.22189170122146606","0.22189170122146606","2.2655277252197266","2.2655277252197266","2.2655277252197266","12.007370948791504","12.007370948791504","12.007370948791504"
"38","153.92637634277344","153.92637634277344","153.92637634277344","75.05452728271484","75.05452728271484","75.05452728271484","20.80014419555664","20.80014419555664","20.80014419555664","0","0","0","0.2635049819946289","0.2635049819946289","0.2635049819946289","1.6784250736236572","1.6784250736236572","1.6784250736236572","3.7546753883361816","3.7546753883361816","3.7546753883361816"
"40","119.89390563964844","119.89390563964844","119.89390563964844","67.33405303955078","67.33405303955078","67.33405303955078","16.455650329589844","16.455650329589844","16.455650329589844","0","0","0","0.23753046989440918","0.23753046989440918","0.23753046989440918","1.969417929649353","1.969417929649353","1.969417929649353","4.334494590759277","4.334494590759277","4.334494590759277"
"42","115.26298522949219","115.26298522949219","115.26298522949219","65.86956787109375","65.86956787109375","65.86956787109375","10.304779052734375","10.304779052734375","10.304779052734375","0","0","0","0.30328571796417236","0.30328571796417236","0.30328571796417236","1.7657041549682617","1.7657041549682617","1.7657041549682617","10.926365852355957","10.926365852355957","10.926365852355957"
"44","107.68782806396484","107.68782806396484","107.68782806396484","60.21380615234375","60.21380615234375","60.21380615234375","15.575944900512695","15.575944900512695","15.575944900512695","0","0","0","0.07692843675613403","0.07692843675613403","0.07692843675613403","1.7840057611465454","1.7840057611465454","1.7840057611465454","9.117737770080566","9.117737770080566","9.117737770080566"
"46","104.11357879638672","104.11357879638672","104.11357879638672","51.07289505004883","51.07289505004883","51.07289505004883","14.672308921813965","14.672308921813965","14.672308921813965","0","0","0","0.3111603856086731","0.3111603856086731","0.3111603856086731","1.5190094709396362","1.5190094709396362","1.5190094709396362","2.2109599113464355","2.2109599113464355","2.2109599113464355"
"48","100.24070739746094","100.24070739746094","100.24070739746094","48.441768646240234","48.441768646240234","48.441768646240234","5.037397384643555","5.037397384643555","5.037397384643555","0","0","0","0.06730318069458008","0.06730318069458008","0.06730318069458008","0.31096935272216797","0.31096935272216797","0.31096935272216797","2.1579413414001465","2.1579413414001465","2.1579413414001465"
"50","84.05792999267578","84.05792999267578","84.05792999267578","45.04608917236328","45.04608917236328","45.04608917236328","18.588424682617188","18.588424682617188","18.588424682617188","0","0","0","0.08734375238418579","0.08734375238418579","0.08734375238418579","2.5629072189331055","2.5629072189331055","2.5629072189331055","8.254379272460938","8.254379272460938","8.254379272460938"
"52","95.48104095458984","95.48104095458984","95.48104095458984","42.941986083984375","42.941986083984375","42.941986083984375","7.223039627075195","7.223039627075195","7.223039627075195","0","0","0","0.06695717573165894","0.06695717573165894","0.06695717573165894","0.3785163164138794","0.3785163164138794","0.3785163164138794","3.688246011734009","3.688246011734009","3.688246011734009"
"54","78.91559600830078","78.91559600830078","78.91559600830078","37.637054443359375","37.637054443359375","37.637054443359375","10.633378982543945","10.633378982543945","10.633378982543945","0","0","0","0.09553015232086182","0.09553015232086182","0.09553015232086182","1.9533514976501465","1.9533514976501465","1.9533514976501465","5.283653736114502","5.283653736114502","5.283653736114502"
"56","76.37000274658203","76.37000274658203","76.37000274658203","30.701875686645508","30.701875686645508","30.701875686645508","7.027536392211914","7.027536392211914","7.027536392211914","0","0","0","0.1906031370162964","0.1906031370162964","0.1906031370162964","0.12136995792388916","0.12136995792388916","0.12136995792388916","4.512816429138184","4.512816429138184","4.512816429138184"
"58","73.03488159179688","73.03488159179688","73.03488159179688","24.76280975341797","24.76280975341797","24.76280975341797","20.420759201049805","20.420759201049805","20.420759201049805","0","0","0","0.2185705304145813","0.2185705304145813","0.2185705304145813","0.1668781042098999","0.1668781042098999","0.1668781042098999","7.6012163162231445","7.6012163162231445","7.6012163162231445"
"60","63.43328857421875","63.43328857421875","63.43328857421875","29.47235107421875","29.47235107421875","29.47235107421875","5.249053001403809","5.249053001403809","5.249053001403809","0","0","0","0.06606370210647583","0.06606370210647583","0.06606370210647583","0.19880831241607666","0.19880831241607666","0.19880831241607666","5.886957168579102","5.886957168579102","5.886957168579102"
"62","66.9910888671875","66.9910888671875","66.9910888671875","25.961458206176758","25.961458206176758","25.961458206176758","7.1936845779418945","7.1936845779418945","7.1936845779418945","0","0","0","0.0371396541595459","0.0371396541595459","0.0371396541595459","0.33116042613983154","0.33116042613983154","0.33116042613983154","5.333468437194824","5.333468437194824","5.333468437194824"
"64","63.19987869262695","63.19987869262695","63.19987869262695","15.031814575195312","15.031814575195312","15.031814575195312","6.637364387512207","6.637364387512207","6.637364387512207","0","0","0","0.04533916711807251","0.04533916711807251","0.04533916711807251","0.35588741302490234","0.35588741302490234","0.35588741302490234","1.4197081327438354","1.4197081327438354","1.4197081327438354"
"66","63.017608642578125","63.017608642578125","63.017608642578125","16.710758209228516","16.710758209228516","16.710758209228516","9.480595588684082","9.480595588684082","9.480595588684082","0","0","0","0.06546527147293091","0.06546527147293091","0.06546527147293091","0.5260556936264038","0.5260556936264038","0.5260556936264038","3.9800853729248047","3.9800853729248047","3.9800853729248047"
"68","63.020469665527344","63.020469665527344","63.020469665527344","21.049440383911133","21.049440383911133","21.049440383911133","3.880053758621216","3.880053758621216","3.880053758621216","0","0","0","0.0714448094367981","0.0714448094367981","0.0714448094367981","0.6388664245605469","0.6388664245605469","0.6388664245605469","1.646474003791809","1.646474003791809","1.646474003791809"
"70","52.9221305847168","52.9221305847168","52.9221305847168","18.71091079711914","18.71091079711914","18.71091079711914","17.954021453857422","17.954021453857422","17.954021453857422","0","0","0","0.08089542388916016","0.08089542388916016","0.08089542388916016","0.9196072816848755","0.9196072816848755","0.9196072816848755","5.318016052246094","5.318016052246094","5.318016052246094"
"72","53.90167236328125","53.90167236328125","53.90167236328125","15.72120189666748","15.72120189666748","15.72120189666748","9.195178985595703","9.195178985595703","9.195178985595703","0","0","0","0.1859527826309204","0.1859527826309204","0.1859527826309204","1.3600021600723267","1.3600021600723267","1.3600021600723267","7.491454601287842","7.491454601287842","7.491454601287842"
"74","50.63736343383789","50.63736343383789","50.63736343383789","14.118253707885742","14.118253707885742","14.118253707885742","12.365788459777832","12.365788459777832","12.365788459777832","0","0","0","0.05449950695037842","0.05449950695037842","0.05449950695037842","1.11217200756073","1.11217200756073","1.11217200756073","4.613027095794678","4.613027095794678","4.613027095794678"
"76","46.238182067871094","46.238182067871094","46.238182067871094","12.812495231628418","12.812495231628418","12.812495231628418","4.990011215209961","4.990011215209961","4.990011215209961","0","0","0","0.08903622627258301","0.08903622627258301","0.08903622627258301","0.9497970342636108","0.9497970342636108","0.9497970342636108","4.291028022766113","4.291028022766113","4.291028022766113"
"78","44.53837966918945","44.53837966918945","44.53837966918945","13.863205909729004","13.863205909729004","13.863205909729004","3.5049021244049072","3.5049021244049072","3.5049021244049072","0","0","0","0.13310104608535767","0.13310104608535767","0.13310104608535767","0.8119493722915649","0.8119493722915649","0.8119493722915649","2.5066285133361816","2.5066285133361816","2.5066285133361816"
"80","48.07174301147461","48.07174301147461","48.07174301147461","12.497186660766602","12.497186660766602","12.497186660766602","7.45546817779541","7.45546817779541","7.45546817779541","0","0","0","0.08313238620758057","0.08313238620758057","0.08313238620758057","1.6884833574295044","1.6884833574295044","1.6884833574295044","3.2995641231536865","3.2995641231536865","3.2995641231536865"
"82","42.51909255981445","42.51909255981445","42.51909255981445","12.807130813598633","12.807130813598633","12.807130813598633","5.814671516418457","5.814671516418457","5.814671516418457","0","0","0","0.02881556749343872","0.02881556749343872","0.02881556749343872","0.3873676061630249","0.3873676061630249","0.3873676061630249","2.33536958694458","2.33536958694458","2.33536958694458"
"84","43.38514709472656","43.38514709472656","43.38514709472656","13.763486862182617","13.763486862182617","13.763486862182617","10.870963096618652","10.870963096618652","10.870963096618652","0","0","0","0.051110684871673584","0.051110684871673584","0.051110684871673584","0.1686304807662964","0.1686304807662964","0.1686304807662964","4.478425025939941","4.478425025939941","4.478425025939941"
"86","40.045738220214844","40.045738220214844","40.045738220214844","9.722113609313965","9.722113609313965","9.722113609313965","7.413059234619141","7.413059234619141","7.413059234619141","0","0","0","0.3014993667602539","0.3014993667602539","0.3014993667602539","1.3053327798843384","1.3053327798843384","1.3053327798843384","6.221532821655273","6.221532821655273","6.221532821655273"
"88","41.81671142578125","41.81671142578125","41.81671142578125","13.097643852233887","13.097643852233887","13.097643852233887","5.5078864097595215","5.5078864097595215","5.5078864097595215","0","0","0","0.3037574887275696","0.3037574887275696","0.3037574887275696","1.8575102090835571","1.8575102090835571","1.8575102090835571","7.548034191131592","7.548034191131592","7.548034191131592"
"90","39.315582275390625","39.315582275390625","39.315582275390625","9.214520454406738","9.214520454406738","9.214520454406738","4.107236862182617","4.107236862182617","4.107236862182617","0","0","0","0.03444194793701172","0.03444194793701172","0.03444194793701172","0.5000531673431396","0.5000531673431396","0.5000531673431396","1.5710145235061646","1.5710145235061646","1.5710145235061646"
"92","38.08391189575195","38.08391189575195","38.08391189575195","8.514165878295898","8.514165878295898","8.514165878295898","4.840254783630371","4.840254783630371","4.840254783630371","0","0","0","0.3575405478477478","0.3575405478477478","0.3575405478477478","0.9562522172927856","0.9562522172927856","0.9562522172927856","5.434945106506348","5.434945106506348","5.434945106506348"
"94","38.53643035888672","38.53643035888672","38.53643035888672","7.745206356048584","7.745206356048584","7.745206356048584","4.519492149353027","4.519492149353027","4.519492149353027","0","0","0","0.11138856410980225","0.11138856410980225","0.11138856410980225","0.5829751491546631","0.5829751491546631","0.5829751491546631","3.769472122192383","3.769472122192383","3.769472122192383"
"96","31.031370162963867","31.031370162963867","31.031370162963867","12.265146255493164","12.265146255493164","12.265146255493164","6.993979454040527","6.993979454040527","6.993979454040527","0","0","0","0.14982670545578003","0.14982670545578003","0.14982670545578003","0.8315175771713257","0.8315175771713257","0.8315175771713257","7.102295875549316","7.102295875549316","7.102295875549316"
"98","34.96408462524414","34.96408462524414","34.96408462524414","8.524953842163086","8.524953842163086","8.524953842163086","3.742039203643799","3.742039203643799","3.742039203643799","0","0","0","0.07609248161315918","0.07609248161315918","0.07609248161315918","0.7587134838104248","0.7587134838104248","0.7587134838104248","2.135634422302246","2.135634422302246","2.135634422302246"
"100","27.186988830566406","27.186988830566406","27.186988830566406","8.707880973815918","8.707880973815918","8.707880973815918","4.535704612731934","4.535704612731934","4.535704612731934","0","0","0","0.019093751907348633","0.019093751907348633","0.019093751907348633","0.27827024459838867","0.27827024459838867","0.27827024459838867","1.8395334482192993","1.8395334482192993","1.8395334482192993"
"102","27.315616607666016","27.315616607666016","27.315616607666016","5.000889301300049","5.000889301300049","5.000889301300049","2.790302038192749","2.790302038192749","2.790302038192749","0","0","0","0.0333365797996521","0.0333365797996521","0.0333365797996521","0.4775881767272949","0.4775881767272949","0.4775881767272949","0.9976774454116821","0.9976774454116821","0.9976774454116821"
"104","16.756057739257812","16.756057739257812","16.756057739257812","7.674694061279297","7.674694061279297","7.674694061279297","7.755965232849121","7.755965232849121","7.755965232849121","0","0","0","0.03064572811126709","0.03064572811126709","0.03064572811126709","0.2522319555282593","0.2522319555282593","0.2522319555282593","2.4988651275634766","2.4988651275634766","2.4988651275634766"
"106","8.679747581481934","8.679747581481934","8.679747581481934","8.379877090454102","8.379877090454102","8.379877090454102","4.9800872802734375","4.9800872802734375","4.9800872802734375","0","0","0","0.025248229503631592","0.025248229503631592","0.025248229503631592","0.41234493255615234","0.41234493255615234","0.41234493255615234","1.1648088693618774","1.1648088693618774","1.1648088693618774"
"108","20.990610122680664","20.990610122680664","20.990610122680664","6.693780422210693","6.693780422210693","6.693780422210693","8.795022964477539","8.795022964477539","8.795022964477539","0","0","0","0.015444159507751465","0.015444159507751465","0.015444159507751465","0.16309022903442383","0.16309022903442383","0.16309022903442383","2.8012096881866455","2.8012096881866455","2.8012096881866455"
"110","26.66497230529785","26.66497230529785","26.66497230529785","8.818984031677246","8.818984031677246","8.818984031677246","5.272954940795898","5.272954940795898","5.272954940795898","0","0","0","0.053724050521850586","0.053724050521850586","0.053724050521850586","0.4402637481689453","0.4402637481689453","0.4402637481689453","1.1363327503204346","1.1363327503204346","1.1363327503204346"
"112","26.33559799194336","26.33559799194336","26.33559799194336","5.923271179199219","5.923271179199219","5.923271179199219","1.7717480659484863","1.7717480659484863","1.7717480659484863","0","0","0","0.018177032470703125","0.018177032470703125","0.018177032470703125","0.055018067359924316","0.055018067359924316","0.055018067359924316","1.3264566659927368","1.3264566659927368","1.3264566659927368"
"114","8.080840110778809","8.080840110778809","8.080840110778809","5.222916603088379","5.222916603088379","5.222916603088379","6.123453140258789","6.123453140258789","6.123453140258789","0","0","0","0.03119140863418579","0.03119140863418579","0.03119140863418579","0.9628444910049438","0.9628444910049438","0.9628444910049438","3.7698001861572266","3.7698001861572266","3.7698001861572266"
"116","10.368704795837402","10.368704795837402","10.368704795837402","9.869993209838867","9.869993209838867","9.869993209838867","5.225032806396484","5.225032806396484","5.225032806396484","0","0","0","0.044656991958618164","0.044656991958618164","0.044656991958618164","0.6875395774841309","0.6875395774841309","0.6875395774841309","1.9710510969161987","1.9710510969161987","1.9710510969161987"
"118","8.203625679016113","8.203625679016113","8.203625679016113","3.6840438842773438","3.6840438842773438","3.6840438842773438","2.525538206100464","2.525538206100464","2.525538206100464","0","0","0","0.2000710368156433","0.2000710368156433","0.2000710368156433","0.8119970560073853","0.8119970560073853","0.8119970560073853","1.3630986213684082","1.3630986213684082","1.3630986213684082"
"120","11.704564094543457","11.704564094543457","11.704564094543457","4.386842250823975","4.386842250823975","4.386842250823975","2.434074878692627","2.434074878692627","2.434074878692627","0","0","0","0.023581981658935547","0.023581981658935547","0.023581981658935547","0.5409389734268188","0.5409389734268188","0.5409389734268188","2.262935161590576","2.262935161590576","2.262935161590576"
"122","12.78829574584961","12.78829574584961","12.78829574584961","2.4161338806152344","2.4161338806152344","2.4161338806152344","3.0845701694488525","3.0845701694488525","3.0845701694488525","0","0","0","0.011118054389953613","0.011118054389953613","0.011118054389953613","0.05961954593658447","0.05961954593658447","0.05961954593658447","1.6582757234573364","1.6582757234573364","1.6582757234573364"
"124","14.097809791564941","14.097809791564941","14.097809791564941","7.580101490020752","7.580101490020752","7.580101490020752","2.7340054512023926","2.7340054512023926","2.7340054512023926","0","0","0","0.011790990829467773","0.011790990829467773","0.011790990829467773","0.654718279838562","0.654718279838562","0.654718279838562","1.2804418802261353","1.2804418802261353","1.2804418802261353"
"126","7.833003997802734","7.833003997802734","7.833003997802734","7.204413414001465","7.204413414001465","7.204413414001465","3.253459930419922","3.253459930419922","3.253459930419922","0","0","0","0.04909873008728027","0.04909873008728027","0.04909873008728027","0.6213337182998657","0.6213337182998657","0.6213337182998657","1.3664811849594116","1.3664811849594116","1.3664811849594116"
"128","11.428117752075195","11.428117752075195","11.428117752075195","7.915794849395752","7.915794849395752","7.915794849395752","1.1331140995025635","1.1331140995025635","1.1331140995025635","0","0","0","0.04121631383895874","0.04121631383895874","0.04121631383895874","0.07558166980743408","0.07558166980743408","0.07558166980743408","1.1637508869171143","1.1637508869171143","1.1637508869171143"
"130","9.934425354003906","9.934425354003906","9.934425354003906","5.747020244598389","5.747020244598389","5.747020244598389","3.5647153854370117","3.5647153854370117","3.5647153854370117","0","0","0","0.014202892780303955","0.014202892780303955","0.014202892780303955","0.19467473030090332","0.19467473030090332","0.19467473030090332","2.0678937435150146","2.0678937435150146","2.0678937435150146"
"132","7.60650634765625","7.60650634765625","7.60650634765625","3.4933090209960938","3.4933090209960938","3.4933090209960938","3.768742084503174","3.768742084503174","3.768742084503174","0","0","0","0.06496161222457886","0.06496161222457886","0.06496161222457886","0.5169212818145752","0.5169212818145752","0.5169212818145752","1.56460702419281","1.56460702419281","1.56460702419281"
"134","14.885306358337402","14.885306358337402","14.885306358337402","7.04115629196167","7.04115629196167","7.04115629196167","6.306081771850586","6.306081771850586","6.306081771850586","0","0","0","0.01148134469985962","0.01148134469985962","0.01148134469985962","0.6253480911254883","0.6253480911254883","0.6253480911254883","1.802876591682434","1.802876591682434","1.802876591682434"
"136","9.682178497314453","9.682178497314453","9.682178497314453","5.159616470336914","5.159616470336914","5.159616470336914","1.5366077423095703","1.5366077423095703","1.5366077423095703","0","0","0","0.017515718936920166","0.017515718936920166","0.017515718936920166","0.1709073781967163","0.1709073781967163","0.1709073781967163","0.7527321577072144","0.7527321577072144","0.7527321577072144"
"138","9.407401084899902","9.407401084899902","9.407401084899902","2.3959875106811523","2.3959875106811523","2.3959875106811523","1.7021894454956055","1.7021894454956055","1.7021894454956055","0","0","0","0.013318955898284912","0.013318955898284912","0.013318955898284912","0.06637275218963623","0.06637275218963623","0.06637275218963623","0.6493926048278809","0.6493926048278809","0.6493926048278809"
"140","11.948943138122559","11.948943138122559","11.948943138122559","0.7300376892089844","0.7300376892089844","0.7300376892089844","0.9243488311767578","0.9243488311767578","0.9243488311767578","0","0","0","0.018628239631652832","0.018628239631652832","0.018628239631652832","0.12715458869934082","0.12715458869934082","0.12715458869934082","0.6635338068008423","0.6635338068008423","0.6635338068008423"
"142","8.353829383850098","8.353829383850098","8.353829383850098","6.273925304412842","6.273925304412842","6.273925304412842","2.4861395359039307","2.4861395359039307","2.4861395359039307","0","0","0","0.01806020736694336","0.01806020736694336","0.01806020736694336","0.06977617740631104","0.06977617740631104","0.06977617740631104","1.620963215827942","1.620963215827942","1.620963215827942"
"144","9.031534194946289","9.031534194946289","9.031534194946289","2.069532871246338","2.069532871246338","2.069532871246338","1.690000295639038","1.690000295639038","1.690000295639038","0","0","0","0.03177344799041748","0.03177344799041748","0.03177344799041748","0.27084946632385254","0.27084946632385254","0.27084946632385254","0.5305111408233643","0.5305111408233643","0.5305111408233643"
"146","9.209871292114258","9.209871292114258","9.209871292114258","4.811227321624756","4.811227321624756","4.811227321624756","2.80645489692688","2.80645489692688","2.80645489692688","0","0","0","0.00860452651977539","0.00860452651977539","0.00860452651977539","0.25680065155029297","0.25680065155029297","0.25680065155029297","1.5844106674194336","1.5844106674194336","1.5844106674194336"
"148","9.527206420898438","9.527206420898438","9.527206420898438","2.427399158477783","2.427399158477783","2.427399158477783","1.4114975929260254","1.4114975929260254","1.4114975929260254","0","0","0","0.011755228042602539","0.011755228042602539","0.011755228042602539","0.11118948459625244","0.11118948459625244","0.11118948459625244","0.6015747785568237","0.6015747785568237","0.6015747785568237"
"150","7.840156555175781","7.840156555175781","7.840156555175781","3.7322640419006348","3.7322640419006348","3.7322640419006348","1.0714828968048096","1.0714828968048096","1.0714828968048096","0","0","0","0.010693073272705078","0.010693073272705078","0.010693073272705078","0.13004541397094727","0.13004541397094727","0.13004541397094727","0.70171058177948","0.70171058177948","0.70171058177948"
"152","7.54237174987793","7.54237174987793","7.54237174987793","4.187881946563721","4.187881946563721","4.187881946563721","1.9078254699707031","1.9078254699707031","1.9078254699707031","0","0","0","0.09462624788284302","0.09462624788284302","0.09462624788284302","0.25074779987335205","0.25074779987335205","0.25074779987335205","1.4708638191223145","1.4708638191223145","1.4708638191223145"
