"Step","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MAX"
"154","7.685065269470215","7.685065269470215","7.685065269470215","3.7984848022460938","3.7984848022460938","3.7984848022460938","0.2757906913757324","0.2757906913757324","0.2757906913757324","0","0","0","0.015559494495391846","0.015559494495391846","0.015559494495391846","0.05157887935638428","0.05157887935638428","0.05157887935638428","0.21722912788391113","0.21722912788391113","0.21722912788391113"
"156","5.509018898010254","5.509018898010254","5.509018898010254","2.9656291007995605","2.9656291007995605","2.9656291007995605","0.8987784385681152","0.8987784385681152","0.8987784385681152","0","0","0","0.013962090015411377","0.013962090015411377","0.013962090015411377","0.09488165378570557","0.09488165378570557","0.09488165378570557","0.3103017807006836","0.3103017807006836","0.3103017807006836"
"158","6.708979606628418","6.708979606628418","6.708979606628418","3.476083278656006","3.476083278656006","3.476083278656006","0.9065568447113037","0.9065568447113037","0.9065568447113037","0","0","0","0.0054129958152771","0.0054129958152771","0.0054129958152771","0.14629662036895752","0.14629662036895752","0.14629662036895752","1.175716519355774","1.175716519355774","1.175716519355774"
"160","5.332708358764648","5.332708358764648","5.332708358764648","3.3289194107055664","3.3289194107055664","3.3289194107055664","1.3185739517211914","1.3185739517211914","1.3185739517211914","0","0","0","0.006798207759857178","0.006798207759857178","0.006798207759857178","0.0315934419631958","0.0315934419631958","0.0315934419631958","1.0054409503936768","1.0054409503936768","1.0054409503936768"
"162","6.131172180175781","6.131172180175781","6.131172180175781","4.313170909881592","4.313170909881592","4.313170909881592","3.177732229232788","3.177732229232788","3.177732229232788","0","0","0","0.034296512603759766","0.034296512603759766","0.034296512603759766","0.6282657384872437","0.6282657384872437","0.6282657384872437","1.133650541305542","1.133650541305542","1.133650541305542"
"164","3.970980644226074","3.970980644226074","3.970980644226074","4.043519496917725","4.043519496917725","4.043519496917725","0.4425048828125","0.4425048828125","0.4425048828125","0","0","0","0.006421804428100586","0.006421804428100586","0.006421804428100586","0.04578828811645508","0.04578828811645508","0.04578828811645508","0.18168985843658447","0.18168985843658447","0.18168985843658447"
"166","4.278421401977539","4.278421401977539","4.278421401977539","6.53916597366333","6.53916597366333","6.53916597366333","2.689659595489502","2.689659595489502","2.689659595489502","0","0","0","0.018285512924194336","0.018285512924194336","0.018285512924194336","0.6194919347763062","0.6194919347763062","0.6194919347763062","1.4415830373764038","1.4415830373764038","1.4415830373764038"
"168","7.256269454956055","7.256269454956055","7.256269454956055","1.4265775680541992","1.4265775680541992","1.4265775680541992","0.5025267601013184","0.5025267601013184","0.5025267601013184","0","0","0","0.02243906259536743","0.02243906259536743","0.02243906259536743","0.0437617301940918","0.0437617301940918","0.0437617301940918","0.3390759229660034","0.3390759229660034","0.3390759229660034"
"170","5.249261856079102","5.249261856079102","5.249261856079102","2.166628837585449","2.166628837585449","2.166628837585449","0.9299516677856445","0.9299516677856445","0.9299516677856445","0","0","0","0.01610487699508667","0.01610487699508667","0.01610487699508667","0.279313325881958","0.279313325881958","0.279313325881958","0.45755505561828613","0.45755505561828613","0.45755505561828613"
"172","5.2558183670043945","5.2558183670043945","5.2558183670043945","2.7660131454467773","2.7660131454467773","2.7660131454467773","0.9408891201019287","0.9408891201019287","0.9408891201019287","0","0","0","0.016289949417114258","0.016289949417114258","0.016289949417114258","0.04798471927642822","0.04798471927642822","0.04798471927642822","0.690758228302002","0.690758228302002","0.690758228302002"
"174","5.447626113891602","5.447626113891602","5.447626113891602","1.7766356468200684","1.7766356468200684","1.7766356468200684","1.2663304805755615","1.2663304805755615","1.2663304805755615","0","0","0","0.01775979995727539","0.01775979995727539","0.01775979995727539","0.15911459922790527","0.15911459922790527","0.15911459922790527","0.890091061592102","0.890091061592102","0.890091061592102"
"176","5.049467086791992","5.049467086791992","5.049467086791992","5.8081746101379395","5.8081746101379395","5.8081746101379395","3.666788339614868","3.666788339614868","3.666788339614868","0","0","0","0.06065875291824341","0.06065875291824341","0.06065875291824341","0.8107006549835205","0.8107006549835205","0.8107006549835205","1.8551498651504517","1.8551498651504517","1.8551498651504517"
"178","4.380226135253906","4.380226135253906","4.380226135253906","2.4508237838745117","2.4508237838745117","2.4508237838745117","1.3810992240905762","1.3810992240905762","1.3810992240905762","0","0","0","0.01112133264541626","0.01112133264541626","0.01112133264541626","0.09037256240844727","0.09037256240844727","0.09037256240844727","0.6775856018066406","0.6775856018066406","0.6775856018066406"
"180","4.440069198608398","4.440069198608398","4.440069198608398","3.829777240753174","3.829777240753174","3.829777240753174","2.05838680267334","2.05838680267334","2.05838680267334","0","0","0","0.00858217477798462","0.00858217477798462","0.00858217477798462","0.11733472347259521","0.11733472347259521","0.11733472347259521","0.9251385927200317","0.9251385927200317","0.9251385927200317"
"182","3.491520881652832","3.491520881652832","3.491520881652832","4.948735237121582","4.948735237121582","4.948735237121582","2.7824342250823975","2.7824342250823975","2.7824342250823975","0","0","0","0.022676587104797363","0.022676587104797363","0.022676587104797363","0.19715428352355957","0.19715428352355957","0.19715428352355957","0.11321902275085449","0.11321902275085449","0.11321902275085449"
"184","3.18300724029541","3.18300724029541","3.18300724029541","0.9953975677490234","0.9953975677490234","0.9953975677490234","1.5597045421600342","1.5597045421600342","1.5597045421600342","0","0","0","0.010823607444763184","0.010823607444763184","0.010823607444763184","0.25725364685058594","0.25725364685058594","0.25725364685058594","0.9074658155441284","0.9074658155441284","0.9074658155441284"
"186","2.608656883239746","2.608656883239746","2.608656883239746","2.8714537620544434","2.8714537620544434","2.8714537620544434","0.7252097129821777","0.7252097129821777","0.7252097129821777","0","0","0","0.006400942802429199","0.006400942802429199","0.006400942802429199","0.1024395227432251","0.1024395227432251","0.1024395227432251","0.6497055292129517","0.6497055292129517","0.6497055292129517"
"188","1.4750957489013672","1.4750957489013672","1.4750957489013672","0.9188652038574219","0.9188652038574219","0.9188652038574219","0.3336668014526367","0.3336668014526367","0.3336668014526367","0","0","0","0.012666285037994385","0.012666285037994385","0.012666285037994385","0.03597736358642578","0.03597736358642578","0.03597736358642578","0.14674663543701172","0.14674663543701172","0.14674663543701172"
"190","1.7200708389282227","1.7200708389282227","1.7200708389282227","0.6020069122314453","0.6020069122314453","0.6020069122314453","0.10177493095397949","0.10177493095397949","0.10177493095397949","0","0","0","0.00609666109085083","0.00609666109085083","0.00609666109085083","0.03667175769805908","0.03667175769805908","0.03667175769805908","0.19553303718566895","0.19553303718566895","0.19553303718566895"
"192","4.641056060791016","4.641056060791016","4.641056060791016","1.7830729484558105","1.7830729484558105","1.7830729484558105","0.755608081817627","0.755608081817627","0.755608081817627","0","0","0","0.004132390022277832","0.004132390022277832","0.004132390022277832","0.04894137382507324","0.04894137382507324","0.04894137382507324","0.47454237937927246","0.47454237937927246","0.47454237937927246"
"194","4.374146461486816","4.374146461486816","4.374146461486816","2.0903944969177246","2.0903944969177246","2.0903944969177246","0.5705058574676514","0.5705058574676514","0.5705058574676514","0","0","0","0.010389983654022217","0.010389983654022217","0.010389983654022217","0.11296570301055908","0.11296570301055908","0.11296570301055908","1.062735915184021","1.062735915184021","1.062735915184021"
"196","4.472494125366211","4.472494125366211","4.472494125366211","4.081249237060547","4.081249237060547","4.081249237060547","1.0764896869659424","1.0764896869659424","1.0764896869659424","0","0","0","0.010361075401306152","0.010361075401306152","0.010361075401306152","0.17715990543365479","0.17715990543365479","0.17715990543365479","1.6582459211349487","1.6582459211349487","1.6582459211349487"
"198","6.25157356262207","6.25157356262207","6.25157356262207","2.248704433441162","2.248704433441162","2.248704433441162","1.3048052787780762","1.3048052787780762","1.3048052787780762","0","0","0","0.0035879015922546387","0.0035879015922546387","0.0035879015922546387","0.04069209098815918","0.04069209098815918","0.04069209098815918","0.9165853261947632","0.9165853261947632","0.9165853261947632"
"200","1.0120868682861328","1.0120868682861328","1.0120868682861328","2.2979378700256348","2.2979378700256348","2.2979378700256348","0.9216666221618652","0.9216666221618652","0.9216666221618652","0","0","0","0.007920265197753906","0.007920265197753906","0.007920265197753906","0.05423128604888916","0.05423128604888916","0.05423128604888916","0.27786195278167725","0.27786195278167725","0.27786195278167725"
"202","2.1240711212158203","2.1240711212158203","2.1240711212158203","0.8398294448852539","0.8398294448852539","0.8398294448852539","0.4633963108062744","0.4633963108062744","0.4633963108062744","0","0","0","0.004727840423583984","0.004727840423583984","0.004727840423583984","0.04457831382751465","0.04457831382751465","0.04457831382751465","0.28374791145324707","0.28374791145324707","0.28374791145324707"
"204","1.949310302734375","1.949310302734375","1.949310302734375","1.1774301528930664","1.1774301528930664","1.1774301528930664","0.32085180282592773","0.32085180282592773","0.32085180282592773","0","0","0","0.011026859283447266","0.011026859283447266","0.011026859283447266","0.05472004413604736","0.05472004413604736","0.05472004413604736","0.9216815233230591","0.9216815233230591","0.9216815233230591"
"206","2.717733383178711","2.717733383178711","2.717733383178711","1.7406344413757324","1.7406344413757324","1.7406344413757324","0.2740025520324707","0.2740025520324707","0.2740025520324707","0","0","0","0.007806122303009033","0.007806122303009033","0.007806122303009033","0.02995431423187256","0.02995431423187256","0.02995431423187256","0.18778443336486816","0.18778443336486816","0.18778443336486816"
"208","1.76239013671875","1.76239013671875","1.76239013671875","0.7129311561584473","0.7129311561584473","0.7129311561584473","0.530242919921875","0.530242919921875","0.530242919921875","0","0","0","0.006705820560455322","0.006705820560455322","0.006705820560455322","0.03674030303955078","0.03674030303955078","0.03674030303955078","0.4393458366394043","0.4393458366394043","0.4393458366394043"
"210","4.054665565490723","4.054665565490723","4.054665565490723","4.177749156951904","4.177749156951904","4.177749156951904","0.5579888820648193","0.5579888820648193","0.5579888820648193","0","0","0","0.004718601703643799","0.004718601703643799","0.004718601703643799","0.13822317123413086","0.13822317123413086","0.13822317123413086","0.6486326456069946","0.6486326456069946","0.6486326456069946"
"212","3.880143165588379","3.880143165588379","3.880143165588379","2.51084566116333","2.51084566116333","2.51084566116333","1.6488134860992432","1.6488134860992432","1.6488134860992432","0","0","0","0.012111961841583252","0.012111961841583252","0.012111961841583252","0.1796811819076538","0.1796811819076538","0.1796811819076538","0.44345855712890625","0.44345855712890625","0.44345855712890625"
"214","0.7517337799072266","0.7517337799072266","0.7517337799072266","0.3197193145751953","0.3197193145751953","0.3197193145751953","0.164031982421875","0.164031982421875","0.164031982421875","0","0","0","0.005563497543334961","0.005563497543334961","0.005563497543334961","0.03427565097808838","0.03427565097808838","0.03427565097808838","0.1926124095916748","0.1926124095916748","0.1926124095916748"
"216","2.1795034408569336","2.1795034408569336","2.1795034408569336","1.9715428352355957","1.9715428352355957","1.9715428352355957","2.1923184394836426","2.1923184394836426","2.1923184394836426","0","0","0","0.00797182321548462","0.00797182321548462","0.00797182321548462","0.10356903076171875","0.10356903076171875","0.10356903076171875","0.8451789617538452","0.8451789617538452","0.8451789617538452"
"218","0.9930133819580078","0.9930133819580078","0.9930133819580078","0.3832578659057617","0.3832578659057617","0.3832578659057617","0.07739663124084473","0.07739663124084473","0.07739663124084473","0","0","0","0.00308305025100708","0.00308305025100708","0.00308305025100708","0.018355250358581543","0.018355250358581543","0.018355250358581543","0.10786950588226318","0.10786950588226318","0.10786950588226318"
"220","1.6399621963500977","1.6399621963500977","1.6399621963500977","1.559436321258545","1.559436321258545","1.559436321258545","0.38233399391174316","0.38233399391174316","0.38233399391174316","0","0","0","0.004718303680419922","0.004718303680419922","0.004718303680419922","0.08411109447479248","0.08411109447479248","0.08411109447479248","0.4025697708129883","0.4025697708129883","0.4025697708129883"
"222","0.8894205093383789","0.8894205093383789","0.8894205093383789","0.44727325439453125","0.44727325439453125","0.44727325439453125","0.1984238624572754","0.1984238624572754","0.1984238624572754","0","0","0","0.005849897861480713","0.005849897861480713","0.005849897861480713","0.03623664379119873","0.03623664379119873","0.03623664379119873","0.17750263214111328","0.17750263214111328","0.17750263214111328"
"224","1.2791156768798828","1.2791156768798828","1.2791156768798828","0.6229877471923828","0.6229877471923828","0.6229877471923828","0.15217065811157227","0.15217065811157227","0.15217065811157227","0","0","0","0.0035458803176879883","0.0035458803176879883","0.0035458803176879883","0.14631152153015137","0.14631152153015137","0.14631152153015137","0.3881007432937622","0.3881007432937622","0.3881007432937622"
"226","1.9245147705078125","1.9245147705078125","1.9245147705078125","0.4864931106567383","0.4864931106567383","0.4864931106567383","0.23868680000305176","0.23868680000305176","0.23868680000305176","0","0","0","0.003286004066467285","0.003286004066467285","0.003286004066467285","0.020706653594970703","0.020706653594970703","0.020706653594970703","0.1404881477355957","0.1404881477355957","0.1404881477355957"
"228","3.034353256225586","3.034353256225586","3.034353256225586","2.294182777404785","2.294182777404785","2.294182777404785","0.6764829158782959","0.6764829158782959","0.6764829158782959","0","0","0","0.005210936069488525","0.005210936069488525","0.005210936069488525","0.04169344902038574","0.04169344902038574","0.04169344902038574","0.2234131097793579","0.2234131097793579","0.2234131097793579"
"230","0.30219554901123047","0.30219554901123047","0.30219554901123047","0.10281801223754883","0.10281801223754883","0.10281801223754883","0.12227892875671387","0.12227892875671387","0.12227892875671387","0","0","0","0.003644227981567383","0.003644227981567383","0.003644227981567383","0.0237196683883667","0.0237196683883667","0.0237196683883667","0.08866190910339355","0.08866190910339355","0.08866190910339355"
