"Step","VOWELS_FILTER_b40_DUAL_bs16 - loss","VOWELS_FILTER_b40_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b40_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b20_DUAL_bs16 - loss","VOWELS_FILTER_b20_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b20_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b10_DUAL_bs16 - loss","VOWELS_FILTER_b10_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b10_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0_DUAL_bs16 - loss","VOWELS_FILTER_b0_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - loss","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b1_DUAL_bs16 - loss","VOWELS_FILTER_b1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MAX"
"142","12.076009750366211","12.076009750366211","12.076009750366211","9.847190856933594","9.847190856933594","9.847190856933594","5.454251766204834","5.454251766204834","5.454251766204834","1.3064448833465576","1.3064448833465576","1.3064448833465576","1.4506518840789795","1.4506518840789795","1.4506518840789795","1.7159156799316406","1.7159156799316406","1.7159156799316406","4.0057172775268555","4.0057172775268555","4.0057172775268555"
"144","12.8090181350708","12.8090181350708","12.8090181350708","5.506631374359131","5.506631374359131","5.506631374359131","4.201048851013184","4.201048851013184","4.201048851013184","1.2724192142486572","1.2724192142486572","1.2724192142486572","1.367805004119873","1.367805004119873","1.367805004119873","1.831954002380371","1.831954002380371","1.831954002380371","2.9642748832702637","2.9642748832702637","2.9642748832702637"
"146","13.238292694091797","13.238292694091797","13.238292694091797","8.741840362548828","8.741840362548828","8.741840362548828","5.375864028930664","5.375864028930664","5.375864028930664","1.3000328540802002","1.3000328540802002","1.3000328540802002","1.3731811046600342","1.3731811046600342","1.3731811046600342","1.797454595565796","1.797454595565796","1.797454595565796","3.969787120819092","3.969787120819092","3.969787120819092"
"148","15.13844108581543","15.13844108581543","15.13844108581543","5.5034098625183105","5.5034098625183105","5.5034098625183105","3.955770969390869","3.955770969390869","3.955770969390869","1.3303990364074707","1.3303990364074707","1.3303990364074707","1.3923265933990479","1.3923265933990479","1.3923265933990479","1.719290018081665","1.719290018081665","1.719290018081665","2.918027877807617","2.918027877807617","2.918027877807617"
"150","11.374454498291016","11.374454498291016","11.374454498291016","6.643331050872803","6.643331050872803","6.643331050872803","3.7760086059570312","3.7760086059570312","3.7760086059570312","1.2876925468444824","1.2876925468444824","1.2876925468444824","1.329123616218567","1.329123616218567","1.329123616218567","1.6584515571594238","1.6584515571594238","1.6584515571594238","3.243265390396118","3.243265390396118","3.243265390396118"
"152","12.176170349121094","12.176170349121094","12.176170349121094","7.107833385467529","7.107833385467529","7.107833385467529","4.4804463386535645","4.4804463386535645","4.4804463386535645","1.3431594371795654","1.3431594371795654","1.3431594371795654","1.522339940071106","1.522339940071106","1.522339940071106","1.8744781017303467","1.8744781017303467","1.8744781017303467","3.8157243728637695","3.8157243728637695","3.8157243728637695"
"154","11.096274375915527","11.096274375915527","11.096274375915527","6.585223197937012","6.585223197937012","6.585223197937012","2.981788396835327","2.981788396835327","2.981788396835327","1.3254575729370117","1.3254575729370117","1.3254575729370117","1.4113762378692627","1.4113762378692627","1.4113762378692627","1.7744505405426025","1.7744505405426025","1.7744505405426025","2.905803680419922","2.905803680419922","2.905803680419922"
"156","8.81878662109375","8.81878662109375","8.81878662109375","6.384936332702637","6.384936332702637","6.384936332702637","3.450526475906372","3.450526475906372","3.450526475906372","1.3436310291290283","1.3436310291290283","1.3436310291290283","1.4450538158416748","1.4450538158416748","1.4450538158416748","1.7571368217468262","1.7571368217468262","1.7571368217468262","2.6012558937072754","2.6012558937072754","2.6012558937072754"
"158","10.187438011169434","10.187438011169434","10.187438011169434","6.885810375213623","6.885810375213623","6.885810375213623","3.755758047103882","3.755758047103882","3.755758047103882","1.3411469459533691","1.3411469459533691","1.3411469459533691","1.486283302307129","1.486283302307129","1.486283302307129","1.9103541374206543","1.9103541374206543","1.9103541374206543","3.6727211475372314","3.6727211475372314","3.6727211475372314"
"160","8.821809768676758","8.821809768676758","8.821809768676758","6.577600479125977","6.577600479125977","6.577600479125977","3.8650591373443604","3.8650591373443604","3.8650591373443604","1.3141120672225952","1.3141120672225952","1.3141120672225952","1.3577570915222168","1.3577570915222168","1.3577570915222168","1.6384694576263428","1.6384694576263428","1.6384694576263428","3.2278544902801514","3.2278544902801514","3.2278544902801514"
"162","9.356971740722656","9.356971740722656","9.356971740722656","7.220046520233154","7.220046520233154","7.220046520233154","5.799159049987793","5.799159049987793","5.799159049987793","1.3231440782546997","1.3231440782546997","1.3231440782546997","1.3899345397949219","1.3899345397949219","1.3899345397949219","2.251408100128174","2.251408100128174","2.251408100128174","3.401459217071533","3.401459217071533","3.401459217071533"
"164","7.063777446746826","7.063777446746826","7.063777446746826","6.722214698791504","6.722214698791504","6.722214698791504","2.8840131759643555","2.8840131759643555","2.8840131759643555","1.3336944580078125","1.3336944580078125","1.3336944580078125","1.404468059539795","1.404468059539795","1.404468059539795","1.693398118019104","1.693398118019104","1.693398118019104","2.4389257431030273","2.4389257431030273","2.4389257431030273"
"166","8.06102466583252","8.06102466583252","8.06102466583252","9.411452293395996","9.411452293395996","9.411452293395996","5.178391456604004","5.178391456604004","5.178391456604004","1.3109904527664185","1.3109904527664185","1.3109904527664185","1.3478493690490723","1.3478493690490723","1.3478493690490723","2.2283899784088135","2.2283899784088135","2.2283899784088135","3.6230111122131348","3.6230111122131348","3.6230111122131348"
"168","11.185003280639648","11.185003280639648","11.185003280639648","4.357834815979004","4.357834815979004","4.357834815979004","2.962961196899414","2.962961196899414","2.962961196899414","1.2878520488739014","1.2878520488739014","1.2878520488739014","1.3459635972976685","1.3459635972976685","1.3459635972976685","1.5603642463684082","1.5603642463684082","1.5603642463684082","2.4687294960021973","2.4687294960021973","2.4687294960021973"
"170","9.477092742919922","9.477092742919922","9.477092742919922","5.1763596534729","5.1763596534729","5.1763596534729","3.837045192718506","3.837045192718506","3.837045192718506","1.2659647464752197","1.2659647464752197","1.2659647464752197","1.3380179405212402","1.3380179405212402","1.3380179405212402","1.8223042488098145","1.8223042488098145","1.8223042488098145","2.7157273292541504","2.7157273292541504","2.7157273292541504"
"172","8.617027282714844","8.617027282714844","8.617027282714844","6.738739013671875","6.738739013671875","6.738739013671875","3.296297073364258","3.296297073364258","3.296297073364258","1.31528902053833","1.31528902053833","1.31528902053833","1.3881827592849731","1.3881827592849731","1.3881827592849731","1.6374428272247314","1.6374428272247314","1.6374428272247314","2.8159892559051514","2.8159892559051514","2.8159892559051514"
"174","8.451736450195312","8.451736450195312","8.451736450195312","4.589813232421875","4.589813232421875","4.589813232421875","3.8547887802124023","3.8547887802124023","3.8547887802124023","1.3031384944915771","1.3031384944915771","1.3031384944915771","1.37152099609375","1.37152099609375","1.37152099609375","1.6993579864501953","1.6993579864501953","1.6993579864501953","2.9930288791656494","2.9930288791656494","2.9930288791656494"
"176","9.51722240447998","9.51722240447998","9.51722240447998","9.375364303588867","9.375364303588867","9.375364303588867","6.220726013183594","6.220726013183594","6.220726013183594","1.3179900646209717","1.3179900646209717","1.3179900646209717","1.4489250183105469","1.4489250183105469","1.4489250183105469","2.480273723602295","2.480273723602295","2.480273723602295","4.010683059692383","4.010683059692383","4.010683059692383"
"178","8.078498840332031","8.078498840332031","8.078498840332031","5.531855583190918","5.531855583190918","5.531855583190918","3.9774863719940186","3.9774863719940186","3.9774863719940186","1.3160738945007324","1.3160738945007324","1.3160738945007324","1.3854496479034424","1.3854496479034424","1.3854496479034424","1.6689465045928955","1.6689465045928955","1.6689465045928955","2.772923707962036","2.772923707962036","2.772923707962036"
"180","7.919919013977051","7.919919013977051","7.919919013977051","7.031795024871826","7.031795024871826","7.031795024871826","4.712405204772949","4.712405204772949","4.712405204772949","1.2971394062042236","1.2971394062042236","1.2971394062042236","1.3629913330078125","1.3629913330078125","1.3629913330078125","1.6774978637695312","1.6774978637695312","1.6774978637695312","3.1298320293426514","3.1298320293426514","3.1298320293426514"
"182","7.202768325805664","7.202768325805664","7.202768325805664","7.633772850036621","7.633772850036621","7.633772850036621","5.295985698699951","5.295985698699951","5.295985698699951","1.307844877243042","1.307844877243042","1.307844877243042","1.358397364616394","1.358397364616394","1.358397364616394","1.69088613986969","1.69088613986969","1.69088613986969","2.243076801300049","2.243076801300049","2.243076801300049"
"184","6.556056976318359","6.556056976318359","6.556056976318359","4.255694389343262","4.255694389343262","4.255694389343262","4.153066635131836","4.153066635131836","4.153066635131836","1.3363374471664429","1.3363374471664429","1.3363374471664429","1.4332926273345947","1.4332926273345947","1.4332926273345947","1.9843426942825317","1.9843426942825317","1.9843426942825317","3.226504325866699","3.226504325866699","3.226504325866699"
"186","5.826164245605469","5.826164245605469","5.826164245605469","6.166223526000977","6.166223526000977","6.166223526000977","3.246056079864502","3.246056079864502","3.246056079864502","1.3026418685913086","1.3026418685913086","1.3026418685913086","1.3874084949493408","1.3874084949493408","1.3874084949493408","1.660062551498413","1.660062551498413","1.660062551498413","2.8215649127960205","2.8215649127960205","2.8215649127960205"
"188","4.638458728790283","4.638458728790283","4.638458728790283","3.501600503921509","3.501600503921509","3.501600503921509","2.757005214691162","2.757005214691162","2.757005214691162","1.3088412284851074","1.3088412284851074","1.3088412284851074","1.391719102859497","1.391719102859497","1.391719102859497","1.6319859027862549","1.6319859027862549","1.6319859027862549","2.256398916244507","2.256398916244507","2.256398916244507"
"190","5.441082000732422","5.441082000732422","5.441082000732422","3.2537057399749756","3.2537057399749756","3.2537057399749756","2.5443925857543945","2.5443925857543945","2.5443925857543945","1.337562084197998","1.337562084197998","1.337562084197998","1.3754808902740479","1.3754808902740479","1.3754808902740479","1.6458243131637573","1.6458243131637573","1.6458243131637573","2.3051092624664307","2.3051092624664307","2.3051092624664307"
"192","9.042978286743164","9.042978286743164","9.042978286743164","4.9562458992004395","4.9562458992004395","4.9562458992004395","3.1714248657226562","3.1714248657226562","3.1714248657226562","1.349940538406372","1.349940538406372","1.349940538406372","1.4223798513412476","1.4223798513412476","1.4223798513412476","1.7209255695343018","1.7209255695343018","1.7209255695343018","2.587463855743408","2.587463855743408","2.587463855743408"
"194","7.6029253005981445","7.6029253005981445","7.6029253005981445","4.913961410522461","4.913961410522461","4.913961410522461","2.9013121128082275","2.9013121128082275","2.9013121128082275","1.2755177021026611","1.2755177021026611","1.2755177021026611","1.311753273010254","1.311753273010254","1.311753273010254","1.7611051797866821","1.7611051797866821","1.7611051797866821","3.23043155670166","3.23043155670166","3.23043155670166"
"196","7.531579494476318","7.531579494476318","7.531579494476318","6.80341911315918","6.80341911315918","6.80341911315918","3.484656810760498","3.484656810760498","3.484656810760498","1.4220025539398193","1.4220025539398193","1.4220025539398193","1.4831591844558716","1.4831591844558716","1.4831591844558716","2.0038323402404785","2.0038323402404785","2.0038323402404785","3.7714345455169678","3.7714345455169678","3.7714345455169678"
"198","10.5739107131958","10.5739107131958","10.5739107131958","5.723798751831055","5.723798751831055","5.723798751831055","3.712028980255127","3.712028980255127","3.712028980255127","1.3316905498504639","1.3316905498504639","1.3316905498504639","1.3937647342681885","1.3937647342681885","1.3937647342681885","1.727921724319458","1.727921724319458","1.727921724319458","3.072864055633545","3.072864055633545","3.072864055633545"
"200","3.9329161643981934","3.9329161643981934","3.9329161643981934","4.845252513885498","4.845252513885498","4.845252513885498","3.4163432121276855","3.4163432121276855","3.4163432121276855","1.2976319789886475","1.2976319789886475","1.2976319789886475","1.3599473237991333","1.3599473237991333","1.3599473237991333","1.6654354333877563","1.6654354333877563","1.6654354333877563","2.283413887023926","2.283413887023926","2.283413887023926"
"202","4.913132667541504","4.913132667541504","4.913132667541504","3.635470390319824","3.635470390319824","3.635470390319824","2.9652905464172363","2.9652905464172363","2.9652905464172363","1.3172961473464966","1.3172961473464966","1.3172961473464966","1.3623392581939697","1.3623392581939697","1.3623392581939697","1.6247366666793823","1.6247366666793823","1.6247366666793823","2.3234457969665527","2.3234457969665527","2.3234457969665527"
"204","4.77722692489624","4.77722692489624","4.77722692489624","3.79917049407959","3.79917049407959","3.79917049407959","2.8449554443359375","2.8449554443359375","2.8449554443359375","1.3146902322769165","1.3146902322769165","1.3146902322769165","1.3644495010375977","1.3644495010375977","1.3644495010375977","1.7823710441589355","1.7823710441589355","1.7823710441589355","2.995950698852539","2.995950698852539","2.995950698852539"
"206","5.657447814941406","5.657447814941406","5.657447814941406","5.229903221130371","5.229903221130371","5.229903221130371","2.6111135482788086","2.6111135482788086","2.6111135482788086","1.2890832424163818","1.2890832424163818","1.2890832424163818","1.3456666469573975","1.3456666469573975","1.3456666469573975","1.6183221340179443","1.6183221340179443","1.6183221340179443","2.130265712738037","2.130265712738037","2.130265712738037"
"208","5.106778621673584","5.106778621673584","5.106778621673584","3.2989554405212402","3.2989554405212402","3.2989554405212402","3.0717272758483887","3.0717272758483887","3.0717272758483887","1.3068252801895142","1.3068252801895142","1.3068252801895142","1.3251795768737793","1.3251795768737793","1.3251795768737793","1.5556554794311523","1.5556554794311523","1.5556554794311523","2.513810396194458","2.513810396194458","2.513810396194458"
"210","7.218366622924805","7.218366622924805","7.218366622924805","6.740563869476318","6.740563869476318","6.740563869476318","3.040614128112793","3.040614128112793","3.040614128112793","1.332946538925171","1.332946538925171","1.332946538925171","1.3210573196411133","1.3210573196411133","1.3210573196411133","1.6475300788879395","1.6475300788879395","1.6475300788879395","2.66910457611084","2.66910457611084","2.66910457611084"
"212","6.977901458740234","6.977901458740234","6.977901458740234","5.237823486328125","5.237823486328125","5.237823486328125","4.1551971435546875","4.1551971435546875","4.1551971435546875","1.342503547668457","1.342503547668457","1.342503547668457","1.5063844919204712","1.5063844919204712","1.5063844919204712","1.8873306512832642","1.8873306512832642","1.8873306512832642","2.530465602874756","2.530465602874756","2.530465602874756"
"214","3.8065123558044434","3.8065123558044434","3.8065123558044434","3.049992084503174","3.049992084503174","3.049992084503174","2.6250152587890625","2.6250152587890625","2.6250152587890625","1.287535309791565","1.287535309791565","1.287535309791565","1.3375952243804932","1.3375952243804932","1.3375952243804932","1.6189491748809814","1.6189491748809814","1.6189491748809814","2.043647289276123","2.043647289276123","2.043647289276123"
"216","5.707272529602051","5.707272529602051","5.707272529602051","4.45518159866333","4.45518159866333","4.45518159866333","4.668043613433838","4.668043613433838","4.668043613433838","1.2951250076293945","1.2951250076293945","1.2951250076293945","1.3414814472198486","1.3414814472198486","1.3414814472198486","1.7410078048706055","1.7410078048706055","1.7410078048706055","3.1971535682678223","3.1971535682678223","3.1971535682678223"
"218","4.283237934112549","4.283237934112549","4.283237934112549","2.869744300842285","2.869744300842285","2.869744300842285","2.4031999111175537","2.4031999111175537","2.4031999111175537","1.3059217929840088","1.3059217929840088","1.3059217929840088","1.3949145078659058","1.3949145078659058","1.3949145078659058","1.563162088394165","1.563162088394165","1.563162088394165","2.020343780517578","2.020343780517578","2.020343780517578"
"220","4.682574272155762","4.682574272155762","4.682574272155762","4.021867752075195","4.021867752075195","4.021867752075195","2.678257703781128","2.678257703781128","2.678257703781128","1.2957510948181152","1.2957510948181152","1.2957510948181152","1.32893967628479","1.32893967628479","1.32893967628479","1.6164919137954712","1.6164919137954712","1.6164919137954712","2.2282819747924805","2.2282819747924805","2.2282819747924805"
"222","4.0131072998046875","4.0131072998046875","4.0131072998046875","2.947680950164795","2.947680950164795","2.947680950164795","2.487661123275757","2.487661123275757","2.487661123275757","1.311966061592102","1.311966061592102","1.311966061592102","1.3799450397491455","1.3799450397491455","1.3799450397491455","1.6102416515350342","1.6102416515350342","1.6102416515350342","2.2187602519989014","2.2187602519989014","2.2187602519989014"
"224","4.2334465980529785","4.2334465980529785","4.2334465980529785","3.3437297344207764","3.3437297344207764","3.3437297344207764","2.411654472351074","2.411654472351074","2.411654472351074","1.2646081447601318","1.2646081447601318","1.2646081447601318","1.308443307876587","1.308443307876587","1.308443307876587","1.61726713180542","1.61726713180542","1.61726713180542","2.271243095397949","2.271243095397949","2.271243095397949"
"226","6.720003128051758","6.720003128051758","6.720003128051758","3.031550407409668","3.031550407409668","3.031550407409668","2.755033493041992","2.755033493041992","2.755033493041992","1.341987133026123","1.341987133026123","1.341987133026123","1.3818625211715698","1.3818625211715698","1.3818625211715698","1.5964435338974","1.5964435338974","1.5964435338974","2.026494026184082","2.026494026184082","2.026494026184082"
"228","5.886795520782471","5.886795520782471","5.886795520782471","4.774200439453125","4.774200439453125","4.774200439453125","2.956009864807129","2.956009864807129","2.956009864807129","1.3056790828704834","1.3056790828704834","1.3056790828704834","1.4150844812393188","1.4150844812393188","1.4150844812393188","1.64229154586792","1.64229154586792","1.64229154586792","2.06600284576416","2.06600284576416","2.06600284576416"
"230","3.003157615661621","3.003157615661621","3.003157615661621","2.5551719665527344","2.5551719665527344","2.5551719665527344","2.5166120529174805","2.5166120529174805","2.5166120529174805","1.3080551624298096","1.3080551624298096","1.3080551624298096","1.360243558883667","1.360243558883667","1.360243558883667","1.625084400177002","1.625084400177002","1.625084400177002","1.9300559759140015","1.9300559759140015","1.9300559759140015"
