"Step","VOWELS_FILTER_b40_DUAL_bs16 - loss","VOWELS_FILTER_b40_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b40_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b20_DUAL_bs16 - loss","VOWELS_FILTER_b20_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b20_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b10_DUAL_bs16 - loss","VOWELS_FILTER_b10_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b10_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0_DUAL_bs16 - loss","VOWELS_FILTER_b0_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - loss","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b1_DUAL_bs16 - loss","VOWELS_FILTER_b1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - loss__MAX"
"20","201.4832763671875","201.4832763671875","201.4832763671875","98.61384582519531","98.61384582519531","98.61384582519531","55.26580810546875","55.26580810546875","55.26580810546875","1.7411937713623047","1.7411937713623047","1.7411937713623047","3.1202919483184814","3.1202919483184814","3.1202919483184814","6.606335163116455","6.606335163116455","6.606335163116455","18.59198570251465","18.59198570251465","18.59198570251465"
"22","191.34507751464844","191.34507751464844","191.34507751464844","101.53803253173828","101.53803253173828","101.53803253173828","46.36174011230469","46.36174011230469","46.36174011230469","1.6221076250076294","1.6221076250076294","1.6221076250076294","2.603851556777954","2.603851556777954","2.603851556777954","5.905051231384277","5.905051231384277","5.905051231384277","18.864517211914062","18.864517211914062","18.864517211914062"
"24","164.7919158935547","164.7919158935547","164.7919158935547","90.63211822509766","90.63211822509766","90.63211822509766","47.533695220947266","47.533695220947266","47.533695220947266","1.556966781616211","1.556966781616211","1.556966781616211","2.569329023361206","2.569329023361206","2.569329023361206","6.20442533493042","6.20442533493042","6.20442533493042","15.516334533691406","15.516334533691406","15.516334533691406"
"26","158.00152587890625","158.00152587890625","158.00152587890625","92.93045043945312","92.93045043945312","92.93045043945312","43.05980682373047","43.05980682373047","43.05980682373047","1.5635418891906738","1.5635418891906738","1.5635418891906738","2.28303861618042","2.28303861618042","2.28303861618042","5.481051445007324","5.481051445007324","5.481051445007324","15.423233985900879","15.423233985900879","15.423233985900879"
"28","174.45347595214844","174.45347595214844","174.45347595214844","96.99797058105469","96.99797058105469","96.99797058105469","37.93849182128906","37.93849182128906","37.93849182128906","1.5196585655212402","1.5196585655212402","1.5196585655212402","2.5470943450927734","2.5470943450927734","2.5470943450927734","6.208518028259277","6.208518028259277","6.208518028259277","15.346294403076172","15.346294403076172","15.346294403076172"
"30","145.0157470703125","145.0157470703125","145.0157470703125","84.71633911132812","84.71633911132812","84.71633911132812","41.727088928222656","41.727088928222656","41.727088928222656","1.4916449785232544","1.4916449785232544","1.4916449785232544","2.4897890090942383","2.4897890090942383","2.4897890090942383","5.970850944519043","5.970850944519043","5.970850944519043","17.631019592285156","17.631019592285156","17.631019592285156"
"32","152.73487854003906","152.73487854003906","152.73487854003906","91.67434692382812","91.67434692382812","91.67434692382812","34.86210250854492","34.86210250854492","34.86210250854492","1.4833128452301025","1.4833128452301025","1.4833128452301025","2.296949625015259","2.296949625015259","2.296949625015259","5.538606643676758","5.538606643676758","5.538606643676758","22.284500122070312","22.284500122070312","22.284500122070312"
"34","162.83502197265625","162.83502197265625","162.83502197265625","83.83894348144531","83.83894348144531","83.83894348144531","34.51302719116211","34.51302719116211","34.51302719116211","1.4606906175613403","1.4606906175613403","1.4606906175613403","2.2704973220825195","2.2704973220825195","2.2704973220825195","4.579134464263916","4.579134464263916","4.579134464263916","15.317398071289062","15.317398071289062","15.317398071289062"
"36","152.12115478515625","152.12115478515625","152.12115478515625","78.74288940429688","78.74288940429688","78.74288940429688","28.042369842529297","28.042369842529297","28.042369842529297","1.4306153059005737","1.4306153059005737","1.4306153059005737","1.9582748413085938","1.9582748413085938","1.9582748413085938","4.9721293449401855","4.9721293449401855","4.9721293449401855","16.814130783081055","16.814130783081055","16.814130783081055"
"38","169.618408203125","169.618408203125","169.618408203125","89.51988220214844","89.51988220214844","89.51988220214844","27.707971572875977","27.707971572875977","27.707971572875977","1.4696038961410522","1.4696038961410522","1.4696038961410522","2.0710411071777344","2.0710411071777344","2.0710411071777344","4.440652370452881","4.440652370452881","4.440652370452881","7.890509128570557","7.890509128570557","7.890509128570557"
"40","133.77186584472656","133.77186584472656","133.77186584472656","77.30168151855469","77.30168151855469","77.30168151855469","22.65648651123047","22.65648651123047","22.65648651123047","1.4815962314605713","1.4815962314605713","1.4815962314605713","1.9725502729415894","1.9725502729415894","1.9725502729415894","4.5839433670043945","4.5839433670043945","4.5839433670043945","8.620706558227539","8.620706558227539","8.620706558227539"
"42","128.6224365234375","128.6224365234375","128.6224365234375","75.23365783691406","75.23365783691406","75.23365783691406","18.624897003173828","18.624897003173828","18.624897003173828","1.4712274074554443","1.4712274074554443","1.4712274074554443","1.9656484127044678","1.9656484127044678","1.9656484127044678","4.3059186935424805","4.3059186935424805","4.3059186935424805","15.4146728515625","15.4146728515625","15.4146728515625"
"44","124.50724029541016","124.50724029541016","124.50724029541016","68.82929229736328","68.82929229736328","68.82929229736328","20.528438568115234","20.528438568115234","20.528438568115234","1.4019562005996704","1.4019562005996704","1.4019562005996704","1.6812114715576172","1.6812114715576172","1.6812114715576172","4.335301876068115","4.335301876068115","4.335301876068115","12.395736694335938","12.395736694335938","12.395736694335938"
"46","116.00141143798828","116.00141143798828","116.00141143798828","59.2349853515625","59.2349853515625","59.2349853515625","20.07792854309082","20.07792854309082","20.07792854309082","1.4115186929702759","1.4115186929702759","1.4115186929702759","1.8133244514465332","1.8133244514465332","1.8133244514465332","3.8740997314453125","3.8740997314453125","3.8740997314453125","5.8399810791015625","5.8399810791015625","5.8399810791015625"
"48","113.02849578857422","113.02849578857422","113.02849578857422","56.17542266845703","56.17542266845703","56.17542266845703","11.367576599121094","11.367576599121094","11.367576599121094","1.3974995613098145","1.3974995613098145","1.3974995613098145","1.6172444820404053","1.6172444820404053","1.6172444820404053","2.7783491611480713","2.7783491611480713","2.7783491611480713","5.345287799835205","5.345287799835205","5.345287799835205"
"50","94.84905242919922","94.84905242919922","94.84905242919922","57.22178649902344","57.22178649902344","57.22178649902344","23.400476455688477","23.400476455688477","23.400476455688477","1.4011788368225098","1.4011788368225098","1.4011788368225098","1.642430305480957","1.642430305480957","1.642430305480957","5.264698028564453","5.264698028564453","5.264698028564453","11.39067268371582","11.39067268371582","11.39067268371582"
"52","108.43437194824219","108.43437194824219","108.43437194824219","51.0783576965332","51.0783576965332","51.0783576965332","10.982559204101562","10.982559204101562","10.982559204101562","1.4329054355621338","1.4329054355621338","1.4329054355621338","1.5788342952728271","1.5788342952728271","1.5788342952728271","2.7772061824798584","2.7772061824798584","2.7772061824798584","6.584028244018555","6.584028244018555","6.584028244018555"
"54","90.84866333007812","90.84866333007812","90.84866333007812","44.358726501464844","44.358726501464844","44.358726501464844","14.537040710449219","14.537040710449219","14.537040710449219","1.4133542776107788","1.4133542776107788","1.4133542776107788","1.639833688735962","1.639833688735962","1.639833688735962","4.350149154663086","4.350149154663086","4.350149154663086","8.450848579406738","8.450848579406738","8.450848579406738"
"56","92.25798797607422","92.25798797607422","92.25798797607422","37.99746322631836","37.99746322631836","37.99746322631836","13.79281234741211","13.79281234741211","13.79281234741211","1.372603416442871","1.372603416442871","1.372603416442871","1.7578505277633667","1.7578505277633667","1.7578505277633667","2.894303798675537","2.894303798675537","2.894303798675537","7.640875816345215","7.640875816345215","7.640875816345215"
"58","87.21939086914062","87.21939086914062","87.21939086914062","30.78691864013672","30.78691864013672","30.78691864013672","23.966625213623047","23.966625213623047","23.966625213623047","1.4026789665222168","1.4026789665222168","1.4026789665222168","1.6937110424041748","1.6937110424041748","1.6937110424041748","2.58040714263916","2.58040714263916","2.58040714263916","10.902429580688477","10.902429580688477","10.902429580688477"
"60","81.6419906616211","81.6419906616211","81.6419906616211","41.562232971191406","41.562232971191406","41.562232971191406","8.939949989318848","8.939949989318848","8.939949989318848","1.4053990840911865","1.4053990840911865","1.4053990840911865","1.6902492046356201","1.6902492046356201","1.6902492046356201","2.671088933944702","2.671088933944702","2.671088933944702","9.034040451049805","9.034040451049805","9.034040451049805"
"62","76.90052795410156","76.90052795410156","76.90052795410156","31.727264404296875","31.727264404296875","31.727264404296875","10.84676742553711","10.84676742553711","10.84676742553711","1.4104726314544678","1.4104726314544678","1.4104726314544678","1.7058868408203125","1.7058868408203125","1.7058868408203125","2.9035849571228027","2.9035849571228027","2.9035849571228027","8.794800758361816","8.794800758361816","8.794800758361816"
"64","72.97257232666016","72.97257232666016","72.97257232666016","20.46164321899414","20.46164321899414","20.46164321899414","10.094599723815918","10.094599723815918","10.094599723815918","1.3731913566589355","1.3731913566589355","1.3731913566589355","1.5325138568878174","1.5325138568878174","1.5325138568878174","2.664822816848755","2.664822816848755","2.664822816848755","4.407149314880371","4.407149314880371","4.407149314880371"
"66","71.08670806884766","71.08670806884766","71.08670806884766","27.1513614654541","27.1513614654541","27.1513614654541","12.825263977050781","12.825263977050781","12.825263977050781","1.3099720478057861","1.3099720478057861","1.3099720478057861","1.4931035041809082","1.4931035041809082","1.4931035041809082","2.883385181427002","2.883385181427002","2.883385181427002","8.079277038574219","8.079277038574219","8.079277038574219"
"68","71.09098052978516","71.09098052978516","71.09098052978516","26.68136215209961","26.68136215209961","26.68136215209961","7.049758434295654","7.049758434295654","7.049758434295654","1.348052978515625","1.348052978515625","1.348052978515625","1.5655543804168701","1.5655543804168701","1.5655543804168701","2.9778034687042236","2.9778034687042236","2.9778034687042236","4.695370197296143","4.695370197296143","4.695370197296143"
"70","61.12088394165039","61.12088394165039","61.12088394165039","23.434520721435547","23.434520721435547","23.434520721435547","21.10437774658203","21.10437774658203","21.10437774658203","1.3403524160385132","1.3403524160385132","1.3403524160385132","1.554440975189209","1.554440975189209","1.554440975189209","3.184856653213501","3.184856653213501","3.184856653213501","8.212627410888672","8.212627410888672","8.212627410888672"
"72","62.747127532958984","62.747127532958984","62.747127532958984","20.50778579711914","20.50778579711914","20.50778579711914","12.446093559265137","12.446093559265137","12.446093559265137","1.3445923328399658","1.3445923328399658","1.3445923328399658","1.6754505634307861","1.6754505634307861","1.6754505634307861","3.674759864807129","3.674759864807129","3.674759864807129","10.655622482299805","10.655622482299805","10.655622482299805"
"74","57.97291946411133","57.97291946411133","57.97291946411133","18.839418411254883","18.839418411254883","18.839418411254883","15.53919506072998","15.53919506072998","15.53919506072998","1.3514832258224487","1.3514832258224487","1.3514832258224487","1.5046706199645996","1.5046706199645996","1.5046706199645996","3.3729143142700195","3.3729143142700195","3.3729143142700195","7.323405742645264","7.323405742645264","7.323405742645264"
"76","54.13176727294922","54.13176727294922","54.13176727294922","20.757892608642578","20.757892608642578","20.757892608642578","8.061993598937988","8.061993598937988","8.061993598937988","1.3163416385650635","1.3163416385650635","1.3163416385650635","1.4891831874847412","1.4891831874847412","1.4891831874847412","3.924713134765625","3.924713134765625","3.924713134765625","6.9042534828186035","6.9042534828186035","6.9042534828186035"
"78","51.75022888183594","51.75022888183594","51.75022888183594","18.438385009765625","18.438385009765625","18.438385009765625","6.4614105224609375","6.4614105224609375","6.4614105224609375","1.4087028503417969","1.4087028503417969","1.4087028503417969","1.6239683628082275","1.6239683628082275","1.6239683628082275","2.9991297721862793","2.9991297721862793","2.9991297721862793","5.345003128051758","5.345003128051758","5.345003128051758"
"80","55.4965705871582","55.4965705871582","55.4965705871582","18.54727554321289","18.54727554321289","18.54727554321289","11.61609935760498","11.61609935760498","11.61609935760498","1.3640211820602417","1.3640211820602417","1.3640211820602417","1.6042039394378662","1.6042039394378662","1.6042039394378662","3.9639601707458496","3.9639601707458496","3.9639601707458496","6.122381687164307","6.122381687164307","6.122381687164307"
"82","63.753570556640625","63.753570556640625","63.753570556640625","17.13536834716797","17.13536834716797","17.13536834716797","8.978933334350586","8.978933334350586","8.978933334350586","1.469351053237915","1.469351053237915","1.469351053237915","1.564253568649292","1.564253568649292","1.564253568649292","2.531296968460083","2.531296968460083","2.531296968460083","5.253167629241943","5.253167629241943","5.253167629241943"
"84","52.260292053222656","52.260292053222656","52.260292053222656","18.723691940307617","18.723691940307617","18.723691940307617","13.93110466003418","13.93110466003418","13.93110466003418","1.3689873218536377","1.3689873218536377","1.3689873218536377","1.501315951347351","1.501315951347351","1.501315951347351","2.2420520782470703","2.2420520782470703","2.2420520782470703","7.223711967468262","7.223711967468262","7.223711967468262"
"86","46.80580520629883","46.80580520629883","46.80580520629883","13.754522323608398","13.754522323608398","13.754522323608398","10.305339813232422","10.305339813232422","10.305339813232422","1.3393144607543945","1.3393144607543945","1.3393144607543945","1.7232553958892822","1.7232553958892822","1.7232553958892822","3.4074437618255615","3.4074437618255615","3.4074437618255615","9.086763381958008","9.086763381958008","9.086763381958008"
"88","48.994197845458984","48.994197845458984","48.994197845458984","17.31256103515625","17.31256103515625","17.31256103515625","8.74306583404541","8.74306583404541","8.74306583404541","1.4540343284606934","1.4540343284606934","1.4540343284606934","1.9375182390213013","1.9375182390213013","1.9375182390213013","4.144882678985596","4.144882678985596","4.144882678985596","10.728006362915039","10.728006362915039","10.728006362915039"
"90","45.7959098815918","45.7959098815918","45.7959098815918","12.782787322998047","12.782787322998047","12.782787322998047","7.34393310546875","7.34393310546875","7.34393310546875","1.3149017095565796","1.3149017095565796","1.3149017095565796","1.3977837562561035","1.3977837562561035","1.3977837562561035","2.5806450843811035","2.5806450843811035","2.5806450843811035","4.226956844329834","4.226956844329834","4.226956844329834"
"92","51.1639404296875","51.1639404296875","51.1639404296875","12.419327735900879","12.419327735900879","12.419327735900879","7.937929630279541","7.937929630279541","7.937929630279541","1.366331934928894","1.366331934928894","1.366331934928894","1.849744439125061","1.849744439125061","1.849744439125061","3.010746479034424","3.010746479034424","3.010746479034424","8.044453620910645","8.044453620910645","8.044453620910645"
"94","45.087684631347656","45.087684631347656","45.087684631347656","16.80057716369629","16.80057716369629","16.80057716369629","7.711996078491211","7.711996078491211","7.711996078491211","1.3069067001342773","1.3069067001342773","1.3069067001342773","1.4649196863174438","1.4649196863174438","1.4649196863174438","2.6276051998138428","2.6276051998138428","2.6276051998138428","6.454420566558838","6.454420566558838","6.454420566558838"
"96","37.043277740478516","37.043277740478516","37.043277740478516","15.64917278289795","15.64917278289795","15.64917278289795","9.77265453338623","9.77265453338623","9.77265453338623","1.3824403285980225","1.3824403285980225","1.3824403285980225","1.6012518405914307","1.6012518405914307","1.6012518405914307","2.9015135765075684","2.9015135765075684","2.9015135765075684","9.77173900604248","9.77173900604248","9.77173900604248"
"98","40.338497161865234","40.338497161865234","40.338497161865234","11.765865325927734","11.765865325927734","11.765865325927734","6.460818290710449","6.460818290710449","6.460818290710449","1.3656527996063232","1.3656527996063232","1.3656527996063232","1.506966471672058","1.506966471672058","1.506966471672058","2.6818771362304688","2.6818771362304688","2.6818771362304688","4.58625602722168","4.58625602722168","4.58625602722168"
"100","33.126976013183594","33.126976013183594","33.126976013183594","14.564971923828125","14.564971923828125","14.564971923828125","7.356988906860352","7.356988906860352","7.356988906860352","1.340578556060791","1.340578556060791","1.340578556060791","1.4737268686294556","1.4737268686294556","1.4737268686294556","2.178689479827881","2.178689479827881","2.178689479827881","4.4133734703063965","4.4133734703063965","4.4133734703063965"
"102","35.897117614746094","35.897117614746094","35.897117614746094","9.795125961303711","9.795125961303711","9.795125961303711","5.711147785186768","5.711147785186768","5.711147785186768","1.3518760204315186","1.3518760204315186","1.3518760204315186","1.468217372894287","1.468217372894287","1.468217372894287","2.322786331176758","2.322786331176758","2.322786331176758","3.489532470703125","3.489532470703125","3.489532470703125"
"104","21.998207092285156","21.998207092285156","21.998207092285156","11.301595687866211","11.301595687866211","11.301595687866211","11.100467681884766","11.100467681884766","11.100467681884766","1.3569806814193726","1.3569806814193726","1.3569806814193726","1.4584238529205322","1.4584238529205322","1.4584238529205322","2.0496912002563477","2.0496912002563477","2.0496912002563477","5.023119926452637","5.023119926452637","5.023119926452637"
"106","13.731599807739258","13.731599807739258","13.731599807739258","11.647510528564453","11.647510528564453","11.647510528564453","7.763730525970459","7.763730525970459","7.763730525970459","1.3143484592437744","1.3143484592437744","1.3143484592437744","1.4433071613311768","1.4433071613311768","1.4433071613311768","2.232675552368164","2.232675552368164","2.232675552368164","3.6553874015808105","3.6553874015808105","3.6553874015808105"
"108","25.819393157958984","25.819393157958984","25.819393157958984","10.036564826965332","10.036564826965332","10.036564826965332","11.698153495788574","11.698153495788574","11.698153495788574","1.3634779453277588","1.3634779453277588","1.3634779453277588","1.4593199491500854","1.4593199491500854","1.4593199491500854","2.061321258544922","2.061321258544922","2.061321258544922","5.428512096405029","5.428512096405029","5.428512096405029"
"110","32.554893493652344","32.554893493652344","32.554893493652344","12.69361686706543","12.69361686706543","12.69361686706543","8.041744232177734","8.041744232177734","8.041744232177734","1.332539439201355","1.332539439201355","1.332539439201355","1.4732698202133179","1.4732698202133179","1.4732698202133179","2.216768264770508","2.216768264770508","2.216768264770508","3.8793535232543945","3.8793535232543945","3.8793535232543945"
"112","32.8263053894043","32.8263053894043","32.8263053894043","9.246068954467773","9.246068954467773","9.246068954467773","4.627738952636719","4.627738952636719","4.627738952636719","1.3629980087280273","1.3629980087280273","1.3629980087280273","1.423708200454712","1.423708200454712","1.423708200454712","1.9323605298995972","1.9323605298995972","1.9323605298995972","4.32876443862915","4.32876443862915","4.32876443862915"
"114","12.831873893737793","12.831873893737793","12.831873893737793","8.378901481628418","8.378901481628418","8.378901481628418","8.876266479492188","8.876266479492188","8.876266479492188","1.3601669073104858","1.3601669073104858","1.3601669073104858","1.5196352005004883","1.5196352005004883","1.5196352005004883","2.924844264984131","2.924844264984131","2.924844264984131","6.459362030029297","6.459362030029297","6.459362030029297"
"116","15.004205703735352","15.004205703735352","15.004205703735352","13.117097854614258","13.117097854614258","13.117097854614258","8.173503875732422","8.173503875732422","8.173503875732422","1.3340024948120117","1.3340024948120117","1.3340024948120117","1.5010842084884644","1.5010842084884644","1.5010842084884644","2.4856998920440674","2.4856998920440674","2.4856998920440674","4.4739885330200195","4.4739885330200195","4.4739885330200195"
"118","12.730602264404297","12.730602264404297","12.730602264404297","8.279765129089355","8.279765129089355","8.279765129089355","5.586153030395508","5.586153030395508","5.586153030395508","1.3466590642929077","1.3466590642929077","1.3466590642929077","1.5870108604431152","1.5870108604431152","1.5870108604431152","2.6034884452819824","2.6034884452819824","2.6034884452819824","3.8538570404052734","3.8538570404052734","3.8538570404052734"
"120","15.922210693359375","15.922210693359375","15.922210693359375","7.242507457733154","7.242507457733154","7.242507457733154","5.189023017883301","5.189023017883301","5.189023017883301","1.3024697303771973","1.3024697303771973","1.3024697303771973","1.3643372058868408","1.3643372058868408","1.3643372058868408","2.2773356437683105","2.2773356437683105","2.2773356437683105","4.5727643966674805","4.5727643966674805","4.5727643966674805"
"122","23.01090431213379","23.01090431213379","23.01090431213379","6.1103034019470215","6.1103034019470215","6.1103034019470215","6.759307861328125","6.759307861328125","6.759307861328125","1.3993479013442993","1.3993479013442993","1.3993479013442993","1.5428454875946045","1.5428454875946045","1.5428454875946045","1.9301929473876953","1.9301929473876953","1.9301929473876953","4.237648010253906","4.237648010253906","4.237648010253906"
"124","18.390031814575195","18.390031814575195","18.390031814575195","10.564714431762695","10.564714431762695","10.564714431762695","5.602486610412598","5.602486610412598","5.602486610412598","1.3033413887023926","1.3033413887023926","1.3033413887023926","1.3686399459838867","1.3686399459838867","1.3686399459838867","2.279677629470825","2.279677629470825","2.279677629470825","3.870969295501709","3.870969295501709","3.870969295501709"
"126","12.359776496887207","12.359776496887207","12.359776496887207","10.215989112854004","10.215989112854004","10.215989112854004","6.233687400817871","6.233687400817871","6.233687400817871","1.3091042041778564","1.3091042041778564","1.3091042041778564","1.516754150390625","1.516754150390625","1.516754150390625","2.3321118354797363","2.3321118354797363","2.3321118354797363","4.09323787689209","4.09323787689209","4.09323787689209"
"128","15.520488739013672","15.520488739013672","15.520488739013672","10.98579216003418","10.98579216003418","10.98579216003418","3.889211893081665","3.889211893081665","3.889211893081665","1.3120546340942383","1.3120546340942383","1.3120546340942383","1.4748518466949463","1.4748518466949463","1.4748518466949463","1.7795095443725586","1.7795095443725586","1.7795095443725586","3.5946402549743652","3.5946402549743652","3.5946402549743652"
"130","14.590860366821289","14.590860366821289","14.590860366821289","8.626632690429688","8.626632690429688","8.626632690429688","6.25508975982666","6.25508975982666","6.25508975982666","1.2914594411849976","1.2914594411849976","1.2914594411849976","1.3672291040420532","1.3672291040420532","1.3672291040420532","1.8483165502548218","1.8483165502548218","1.8483165502548218","4.359968185424805","4.359968185424805","4.359968185424805"
"132","11.71578598022461","11.71578598022461","11.71578598022461","6.430479526519775","6.430479526519775","6.430479526519775","6.490048408508301","6.490048408508301","6.490048408508301","1.3422672748565674","1.3422672748565674","1.3422672748565674","1.5107033252716064","1.5107033252716064","1.5107033252716064","2.2073607444763184","2.2073607444763184","2.2073607444763184","3.970587968826294","3.970587968826294","3.970587968826294"
"134","19.104204177856445","19.104204177856445","19.104204177856445","10.137924194335938","10.137924194335938","10.137924194335938","8.879419326782227","8.879419326782227","8.879419326782227","1.286266565322876","1.286266565322876","1.286266565322876","1.3442578315734863","1.3442578315734863","1.3442578315734863","2.2293941974639893","2.2293941974639893","2.2293941974639893","4.328212738037109","4.328212738037109","4.328212738037109"
"136","13.67040729522705","13.67040729522705","13.67040729522705","8.165410995483398","8.165410995483398","8.165410995483398","4.29929256439209","4.29929256439209","4.29929256439209","1.298287034034729","1.298287034034729","1.298287034034729","1.3680393695831299","1.3680393695831299","1.3680393695831299","1.7896926403045654","1.7896926403045654","1.7896926403045654","3.0171902179718018","3.0171902179718018","3.0171902179718018"
"138","13.843287467956543","13.843287467956543","13.843287467956543","5.3037214279174805","5.3037214279174805","5.3037214279174805","5.759281158447266","5.759281158447266","5.759281158447266","1.288295030593872","1.288295030593872","1.288295030593872","1.3562977313995361","1.3562977313995361","1.3562977313995361","1.6787199974060059","1.6787199974060059","1.6787199974060059","3.1095850467681885","3.1095850467681885","3.1095850467681885"
"140","15.922696113586426","15.922696113586426","15.922696113586426","3.6448814868927","3.6448814868927","3.6448814868927","3.888092041015625","3.888092041015625","3.888092041015625","1.3299332857131958","1.3299332857131958","1.3299332857131958","1.3791990280151367","1.3791990280151367","1.3791990280151367","1.7726795673370361","1.7726795673370361","1.7726795673370361","3.0005972385406494","3.0005972385406494","3.0005972385406494"
