"Step","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MAX"
"20","3.750136375427246","3.750136375427246","3.750136375427246","4.4232354164123535","4.4232354164123535","4.4232354164123535","2.2797963619232178","2.2797963619232178","2.2797963619232178","0","0","0","0.10564403235912323","0.10564403235912323","0.10564403235912323","0.3218468427658081","0.3218468427658081","0.3218468427658081","1.316536545753479","1.316536545753479","1.316536545753479"
"22","7.062286376953125","7.062286376953125","7.062286376953125","2.8427765369415283","2.8427765369415283","2.8427765369415283","1.3678147792816162","1.3678147792816162","1.3678147792816162","0","0","0","0.08502501994371414","0.08502501994371414","0.08502501994371414","0.2653402090072632","0.2653402090072632","0.2653402090072632","0.9592682123184204","0.9592682123184204","0.9592682123184204"
"24","3.118595600128174","3.118595600128174","3.118595600128174","3.4144208431243896","3.4144208431243896","3.4144208431243896","1.2124515771865845","1.2124515771865845","1.2124515771865845","0","0","0","0.06848575174808502","0.06848575174808502","0.06848575174808502","0.2097395807504654","0.2097395807504654","0.2097395807504654","0.8596606254577637","0.8596606254577637","0.8596606254577637"
"26","2.602595090866089","2.602595090866089","2.602595090866089","1.4161958694458008","1.4161958694458008","1.4161958694458008","1.8934756517410278","1.8934756517410278","1.8934756517410278","0","0","0","0.057833097875118256","0.057833097875118256","0.057833097875118256","0.25379276275634766","0.25379276275634766","0.25379276275634766","0.9420972466468811","0.9420972466468811","0.9420972466468811"
"28","3.0239315032958984","3.0239315032958984","3.0239315032958984","1.671959400177002","1.671959400177002","1.671959400177002","0.9667463302612305","0.9667463302612305","0.9667463302612305","0","0","0","0.054579079151153564","0.054579079151153564","0.054579079151153564","0.21656230092048645","0.21656230092048645","0.21656230092048645","0.7309421896934509","0.7309421896934509","0.7309421896934509"
"30","1.992514729499817","1.992514729499817","1.992514729499817","3.9068281650543213","3.9068281650543213","3.9068281650543213","3.0275955200195312","3.0275955200195312","3.0275955200195312","0","0","0","0.051257528364658356","0.051257528364658356","0.051257528364658356","0.297743022441864","0.297743022441864","0.297743022441864","0.9521644711494446","0.9521644711494446","0.9521644711494446"
"32","2.138343334197998","2.138343334197998","2.138343334197998","2.880293130874634","2.880293130874634","2.880293130874634","0.9133510589599609","0.9133510589599609","0.9133510589599609","0","0","0","0.04739943891763687","0.04739943891763687","0.04739943891763687","0.19421570003032684","0.19421570003032684","0.19421570003032684","1.482038974761963","1.482038974761963","1.482038974761963"
"34","2.2477121353149414","2.2477121353149414","2.2477121353149414","1.9566446542739868","1.9566446542739868","1.9566446542739868","0.7637076377868652","0.7637076377868652","0.7637076377868652","0","0","0","0.049376241862773895","0.049376241862773895","0.049376241862773895","0.11658996343612671","0.11658996343612671","0.11658996343612671","0.5092296600341797","0.5092296600341797","0.5092296600341797"
"36","0.9951144456863403","0.9951144456863403","0.9951144456863403","1.3488755226135254","1.3488755226135254","1.3488755226135254","1.8754161596298218","1.8754161596298218","1.8754161596298218","0","0","0","0.04005936533212662","0.04005936533212662","0.04005936533212662","0.24200424551963806","0.24200424551963806","0.24200424551963806","0.9542316198348999","0.9542316198348999","0.9542316198348999"
"38","2.9401779174804688","2.9401779174804688","2.9401779174804688","5.012467384338379","5.012467384338379","5.012467384338379","0.6275713443756104","0.6275713443756104","0.6275713443756104","0","0","0","0.04991623014211655","0.04991623014211655","0.04991623014211655","0.15941545367240906","0.15941545367240906","0.15941545367240906","0.3486312925815582","0.3486312925815582","0.3486312925815582"
"40","1.5073806047439575","1.5073806047439575","1.5073806047439575","0.9286656975746155","0.9286656975746155","0.9286656975746155","0.35892948508262634","0.35892948508262634","0.35892948508262634","0","0","0","0.04274177551269531","0.04274177551269531","0.04274177551269531","0.11922210454940796","0.11922210454940796","0.11922210454940796","0.8634138703346252","0.8634138703346252","0.8634138703346252"
"42","1.617753505706787","1.617753505706787","1.617753505706787","0.9926468133926392","0.9926468133926392","0.9926468133926392","3.3270254135131836","3.3270254135131836","3.3270254135131836","0","0","0","0.03335500508546829","0.03335500508546829","0.03335500508546829","0.14174401760101318","0.14174401760101318","0.14174401760101318","1.3492841720581055","1.3492841720581055","1.3492841720581055"
"44","5.733808994293213","5.733808994293213","5.733808994293213","0.7279202342033386","0.7279202342033386","0.7279202342033386","0.2979680895805359","0.2979680895805359","0.2979680895805359","0","0","0","0.06643477827310562","0.06643477827310562","0.06643477827310562","0.1861085742712021","0.1861085742712021","0.1861085742712021","0.2540472745895386","0.2540472745895386","0.2540472745895386"
"46","1.3544201850891113","1.3544201850891113","1.3544201850891113","0.7260888814926147","0.7260888814926147","0.7260888814926147","1.1223875284194946","1.1223875284194946","1.1223875284194946","0","0","0","0.018454670906066895","0.018454670906066895","0.018454670906066895","0.05796477198600769","0.05796477198600769","0.05796477198600769","0.7028505206108093","0.7028505206108093","0.7028505206108093"
"48","2.5841622352600098","2.5841622352600098","2.5841622352600098","0.618329644203186","0.618329644203186","0.618329644203186","2.2524192333221436","2.2524192333221436","2.2524192333221436","0","0","0","0.026960790157318115","0.026960790157318115","0.026960790157318115","0.05730882287025452","0.05730882287025452","0.05730882287025452","0.24753175675868988","0.24753175675868988","0.24753175675868988"
"50","0.7939070463180542","0.7939070463180542","0.7939070463180542","5.214169502258301","5.214169502258301","5.214169502258301","0.8245661854743958","0.8245661854743958","0.8245661854743958","0","0","0","0.028050526976585388","0.028050526976585388","0.028050526976585388","0.280284583568573","0.280284583568573","0.280284583568573","0.20481012761592865","0.20481012761592865","0.20481012761592865"
"52","3.7147254943847656","3.7147254943847656","3.7147254943847656","1.933316946029663","1.933316946029663","1.933316946029663","0.23924410343170166","0.23924410343170166","0.23924410343170166","0","0","0","0.023400835692882538","0.023400835692882538","0.023400835692882538","0.10546691715717316","0.10546691715717316","0.10546691715717316","0.2485286444425583","0.2485286444425583","0.2485286444425583"
"54","2.802565574645996","2.802565574645996","2.802565574645996","0.3103584051132202","0.3103584051132202","0.3103584051132202","0.3523118793964386","0.3523118793964386","0.3523118793964386","0","0","0","0.017375968396663666","0.017375968396663666","0.017375968396663666","0.05785539746284485","0.05785539746284485","0.05785539746284485","0.44160857796669006","0.44160857796669006","0.44160857796669006"
"56","6.861406326293945","6.861406326293945","6.861406326293945","0.7080063223838806","0.7080063223838806","0.7080063223838806","3.172546625137329","3.172546625137329","3.172546625137329","0","0","0","0.017746426165103912","0.017746426165103912","0.017746426165103912","0.12062579393386841","0.12062579393386841","0.12062579393386841","0.18062591552734375","0.18062591552734375","0.18062591552734375"
"58","5.639081954956055","5.639081954956055","5.639081954956055","0.26011914014816284","0.26011914014816284","0.26011914014816284","0.2216041088104248","0.2216041088104248","0.2216041088104248","0","0","0","0.014642186462879181","0.014642186462879181","0.014642186462879181","0.0696524977684021","0.0696524977684021","0.0696524977684021","0.17036721110343933","0.17036721110343933","0.17036721110343933"
"60","9.876105308532715","9.876105308532715","9.876105308532715","6.645657062530518","6.645657062530518","6.645657062530518","0.46647563576698303","0.46647563576698303","0.46647563576698303","0","0","0","0.0421573743224144","0.0421573743224144","0.0421573743224144","0.051537975668907166","0.051537975668907166","0.051537975668907166","0.19905082881450653","0.19905082881450653","0.19905082881450653"
"62","1.3928413391113281","1.3928413391113281","1.3928413391113281","0.22792518138885498","0.22792518138885498","0.22792518138885498","0.4213765263557434","0.4213765263557434","0.4213765263557434","0","0","0","0.0188986137509346","0.0188986137509346","0.0188986137509346","0.05773082375526428","0.05773082375526428","0.05773082375526428","0.4499562084674835","0.4499562084674835","0.4499562084674835"
"64","1.9793123006820679","1.9793123006820679","1.9793123006820679","0.19738227128982544","0.19738227128982544","0.19738227128982544","0.4053086042404175","0.4053086042404175","0.4053086042404175","0","0","0","0.012371815741062164","0.012371815741062164","0.012371815741062164","0.04282064735889435","0.04282064735889435","0.04282064735889435","0.3311600685119629","0.3311600685119629","0.3311600685119629"
"66","0.3378629684448242","0.3378629684448242","0.3378629684448242","5.546250820159912","5.546250820159912","5.546250820159912","0.3127537667751312","0.3127537667751312","0.3127537667751312","0","0","0","0.02852223813533783","0.02852223813533783","0.02852223813533783","0.05236797034740448","0.05236797034740448","0.05236797034740448","1.4778319597244263","1.4778319597244263","1.4778319597244263"
"68","0.6046116352081299","0.6046116352081299","0.6046116352081299","0.9469032287597656","0.9469032287597656","0.9469032287597656","0.12810826301574707","0.12810826301574707","0.12810826301574707","0","0","0","0.02318117767572403","0.02318117767572403","0.02318117767572403","0.03827087581157684","0.03827087581157684","0.03827087581157684","0.4404265284538269","0.4404265284538269","0.4404265284538269"
"70","0.4802435636520386","0.4802435636520386","0.4802435636520386","0.19716769456863403","0.19716769456863403","0.19716769456863403","0.1814022660255432","0.1814022660255432","0.1814022660255432","0","0","0","0.014258228242397308","0.014258228242397308","0.014258228242397308","0.1257583498954773","0.1257583498954773","0.1257583498954773","0.3891177475452423","0.3891177475452423","0.3891177475452423"
"72","0.9846240282058716","0.9846240282058716","0.9846240282058716","0.1992359757423401","0.1992359757423401","0.1992359757423401","0.2450205385684967","0.2450205385684967","0.2450205385684967","0","0","0","0.012829653918743134","0.012829653918743134","0.012829653918743134","0.11530615389347076","0.11530615389347076","0.11530615389347076","0.4937879741191864","0.4937879741191864","0.4937879741191864"
"74","0.31565725803375244","0.31565725803375244","0.31565725803375244","0.1897275447845459","0.1897275447845459","0.1897275447845459","0.16229376196861267","0.16229376196861267","0.16229376196861267","0","0","0","0.00984017550945282","0.00984017550945282","0.00984017550945282","0.03585882484912872","0.03585882484912872","0.03585882484912872","0.08554048836231232","0.08554048836231232","0.08554048836231232"
"76","0.8363634347915649","0.8363634347915649","0.8363634347915649","4.075222969055176","4.075222969055176","4.075222969055176","0.22292062640190125","0.22292062640190125","0.22292062640190125","0","0","0","0.018386617302894592","0.018386617302894592","0.018386617302894592","0.2051861584186554","0.2051861584186554","0.2051861584186554","0.11122822761535645","0.11122822761535645","0.11122822761535645"
"78","0.34779608249664307","0.34779608249664307","0.34779608249664307","0.2690359950065613","0.2690359950065613","0.2690359950065613","0.18664449453353882","0.18664449453353882","0.18664449453353882","0","0","0","0.013407900929450989","0.013407900929450989","0.013407900929450989","0.03626607358455658","0.03626607358455658","0.03626607358455658","0.2841569483280182","0.2841569483280182","0.2841569483280182"
"80","1.156964898109436","1.156964898109436","1.156964898109436","1.6722232103347778","1.6722232103347778","1.6722232103347778","1.2354605197906494","1.2354605197906494","1.2354605197906494","0","0","0","0.0087810680270195","0.0087810680270195","0.0087810680270195","0.038613155484199524","0.038613155484199524","0.038613155484199524","0.30259454250335693","0.30259454250335693","0.30259454250335693"
"82","14.90587043762207","14.90587043762207","14.90587043762207","0.704587996006012","0.704587996006012","0.704587996006012","0.37560462951660156","0.37560462951660156","0.37560462951660156","0","0","0","0.017431654036045074","0.017431654036045074","0.017431654036045074","0.06704561412334442","0.06704561412334442","0.06704561412334442","0.45692509412765503","0.45692509412765503","0.45692509412765503"
"84","2.2167980670928955","2.2167980670928955","2.2167980670928955","1.386764645576477","1.386764645576477","1.386764645576477","0.28073564171791077","0.28073564171791077","0.28073564171791077","0","0","0","0.009314462542533875","0.009314462542533875","0.009314462542533875","0.054031312465667725","0.054031312465667725","0.054031312465667725","0.22970065474510193","0.22970065474510193","0.22970065474510193"
"86","0.5070984363555908","0.5070984363555908","0.5070984363555908","0.22297650575637817","0.22297650575637817","0.22297650575637817","0.20128265023231506","0.20128265023231506","0.20128265023231506","0","0","0","0.014384627342224121","0.014384627342224121","0.014384627342224121","0.06649576127529144","0.06649576127529144","0.06649576127529144","0.40704235434532166","0.40704235434532166","0.40704235434532166"
"88","1.0532110929489136","1.0532110929489136","1.0532110929489136","0.22093504667282104","0.22093504667282104","0.22093504667282104","0.14350488781929016","0.14350488781929016","0.14350488781929016","0","0","0","0.01610463112592697","0.01610463112592697","0.01610463112592697","0.04256732761859894","0.04256732761859894","0.04256732761859894","0.49150362610816956","0.49150362610816956","0.49150362610816956"
"90","0.9212881326675415","0.9212881326675415","0.9212881326675415","0.21610110998153687","0.21610110998153687","0.21610110998153687","0.5301520228385925","0.5301520228385925","0.5301520228385925","0","0","0","0.007702693343162537","0.007702693343162537","0.007702693343162537","0.08604899048805237","0.08604899048805237","0.08604899048805237","0.3117896616458893","0.3117896616458893","0.3117896616458893"
"92","7.5677900314331055","7.5677900314331055","7.5677900314331055","0.5080759525299072","0.5080759525299072","0.5080759525299072","0.30401572585105896","0.30401572585105896","0.30401572585105896","0","0","0","0.017014160752296448","0.017014160752296448","0.017014160752296448","0.0532502681016922","0.0532502681016922","0.0532502681016922","0.138893723487854","0.138893723487854","0.138893723487854"
"94","1.0442018508911133","1.0442018508911133","1.0442018508911133","5.68916654586792","5.68916654586792","5.68916654586792","0.47981739044189453","0.47981739044189453","0.47981739044189453","0","0","0","0.006973303854465485","0.006973303854465485","0.006973303854465485","0.09281635284423828","0.09281635284423828","0.09281635284423828","0.29715150594711304","0.29715150594711304","0.29715150594711304"
"96","0.7187336683273315","0.7187336683273315","0.7187336683273315","0.168725848197937","0.168725848197937","0.168725848197937","0.10823085904121399","0.10823085904121399","0.10823085904121399","0","0","0","0.02717699110507965","0.02717699110507965","0.02717699110507965","0.15158429741859436","0.15158429741859436","0.15158429741859436","0.2670608460903168","0.2670608460903168","0.2670608460903168"
"98","0.6081193685531616","0.6081193685531616","0.6081193685531616","0.27259141206741333","0.27259141206741333","0.27259141206741333","0.19029080867767334","0.19029080867767334","0.19029080867767334","0","0","0","0.006303466856479645","0.006303466856479645","0.006303466856479645","0.04736170172691345","0.04736170172691345","0.04736170172691345","0.12607313692569733","0.12607313692569733","0.12607313692569733"
"100","1.0551363229751587","1.0551363229751587","1.0551363229751587","2.7083425521850586","2.7083425521850586","2.7083425521850586","0.15353187918663025","0.15353187918663025","0.15353187918663025","0","0","0","0.012060955166816711","0.012060955166816711","0.012060955166816711","0.03322862088680267","0.03322862088680267","0.03322862088680267","0.18862709403038025","0.18862709403038025","0.18862709403038025"
"102","3.593069314956665","3.593069314956665","3.593069314956665","1.7535686492919922","1.7535686492919922","1.7535686492919922","0.3298826515674591","0.3298826515674591","0.3298826515674591","0","0","0","0.05027938634157181","0.05027938634157181","0.05027938634157181","0.059710144996643066","0.059710144996643066","0.059710144996643066","0.0951763242483139","0.0951763242483139","0.0951763242483139"
"104","0.2958923578262329","0.2958923578262329","0.2958923578262329","0.2917766571044922","0.2917766571044922","0.2917766571044922","0.6662733554840088","0.6662733554840088","0.6662733554840088","0","0","0","0.010210514068603516","0.010210514068603516","0.010210514068603516","0.02638503909111023","0.02638503909111023","0.02638503909111023","0.10839663445949554","0.10839663445949554","0.10839663445949554"
"106","0.3906458616256714","0.3906458616256714","0.3906458616256714","0.2116173505783081","0.2116173505783081","0.2116173505783081","0.19124746322631836","0.19124746322631836","0.19124746322631836","0","0","0","0.03745197504758835","0.03745197504758835","0.03745197504758835","0.06884969770908356","0.06884969770908356","0.06884969770908356","0.1677338033914566","0.1677338033914566","0.1677338033914566"
"108","0.308796763420105","0.308796763420105","0.308796763420105","0.26771873235702515","0.26771873235702515","0.26771873235702515","0.2881087362766266","0.2881087362766266","0.2881087362766266","0","0","0","0.010308437049388885","0.010308437049388885","0.010308437049388885","0.05789928138256073","0.05789928138256073","0.05789928138256073","0.30480697751045227","0.30480697751045227","0.30480697751045227"
"110","1.2602418661117554","1.2602418661117554","1.2602418661117554","0.874549150466919","0.874549150466919","0.874549150466919","0.20271465182304382","0.20271465182304382","0.20271465182304382","0","0","0","0.0063965171575546265","0.0063965171575546265","0.0063965171575546265","0.05872063338756561","0.05872063338756561","0.05872063338756561","0.43795591592788696","0.43795591592788696","0.43795591592788696"
"112","1.8299400806427002","1.8299400806427002","1.8299400806427002","0.35407841205596924","0.35407841205596924","0.35407841205596924","0.22720098495483398","0.22720098495483398","0.22720098495483398","0","0","0","0.006947219371795654","0.006947219371795654","0.006947219371795654","0.15026383101940155","0.15026383101940155","0.15026383101940155","0.638627290725708","0.638627290725708","0.638627290725708"
"114","0.3498166799545288","0.3498166799545288","0.3498166799545288","0.1300334930419922","0.1300334930419922","0.1300334930419922","0.1458577811717987","0.1458577811717987","0.1458577811717987","0","0","0","0.007951080799102783","0.007951080799102783","0.007951080799102783","0.14792107045650482","0.14792107045650482","0.14792107045650482","0.3069203495979309","0.3069203495979309","0.3069203495979309"
"116","0.2191305160522461","0.2191305160522461","0.2191305160522461","0.16415715217590332","0.16415715217590332","0.16415715217590332","0.18993765115737915","0.18993765115737915","0.18993765115737915","0","0","0","0.0085984468460083","0.0085984468460083","0.0085984468460083","0.07340893149375916","0.07340893149375916","0.07340893149375916","0.1530814915895462","0.1530814915895462","0.1530814915895462"
"118","0.28561949729919434","0.28561949729919434","0.28561949729919434","1.695963740348816","1.695963740348816","1.695963740348816","0.414285808801651","0.414285808801651","0.414285808801651","0","0","0","0.004907563328742981","0.004907563328742981","0.004907563328742981","0.06361201405525208","0.06361201405525208","0.06361201405525208","0.10172538459300995","0.10172538459300995","0.10172538459300995"
"120","0.2665281295776367","0.2665281295776367","0.2665281295776367","0.13722926378250122","0.13722926378250122","0.13722926378250122","0.26223212480545044","0.26223212480545044","0.26223212480545044","0","0","0","0.02297857403755188","0.02297857403755188","0.02297857403755188","0.14669373631477356","0.14669373631477356","0.14669373631477356","0.08088052272796631","0.08088052272796631","0.08088052272796631"
"122","6.024643898010254","6.024643898010254","6.024643898010254","0.8150875568389893","0.8150875568389893","0.8150875568389893","1.0665916204452515","1.0665916204452515","1.0665916204452515","0","0","0","0.050925955176353455","0.050925955176353455","0.050925955176353455","0.049973875284194946","0.049973875284194946","0.049973875284194946","0.20095407962799072","0.20095407962799072","0.20095407962799072"
"124","0.3783196210861206","0.3783196210861206","0.3783196210861206","0.2153649926185608","0.2153649926185608","0.2153649926185608","0.39710327982902527","0.39710327982902527","0.39710327982902527","0","0","0","0.006824858486652374","0.006824858486652374","0.006824858486652374","0.03329634666442871","0.03329634666442871","0.03329634666442871","0.3953348994255066","0.3953348994255066","0.3953348994255066"
"126","0.35313963890075684","0.35313963890075684","0.35313963890075684","0.17309784889221191","0.17309784889221191","0.17309784889221191","0.434151291847229","0.434151291847229","0.434151291847229","0","0","0","0.005347386002540588","0.005347386002540588","0.005347386002540588","0.0600375235080719","0.0600375235080719","0.0600375235080719","0.3946036100387573","0.3946036100387573","0.3946036100387573"
"128","0.3256857395172119","0.3256857395172119","0.3256857395172119","0.3398030996322632","0.3398030996322632","0.3398030996322632","0.34740716218948364","0.34740716218948364","0.34740716218948364","0","0","0","0.039108648896217346","0.039108648896217346","0.039108648896217346","0.08914239704608917","0.08914239704608917","0.08914239704608917","0.2519678473472595","0.2519678473472595","0.2519678473472595"
"130","0.6068706512451172","0.6068706512451172","0.6068706512451172","0.16605108976364136","0.16605108976364136","0.16605108976364136","0.22656843066215515","0.22656843066215515","0.22656843066215515","0","0","0","0.00899425894021988","0.00899425894021988","0.00899425894021988","0.08262373507022858","0.08262373507022858","0.08262373507022858","0.11913813650608063","0.11913813650608063","0.11913813650608063"
"132","0.3600269556045532","0.3600269556045532","0.3600269556045532","0.1810818910598755","0.1810818910598755","0.1810818910598755","0.1830071210861206","0.1830071210861206","0.1830071210861206","0","0","0","0.02092873305082321","0.02092873305082321","0.02092873305082321","0.026215985417366028","0.026215985417366028","0.026215985417366028","0.10952949523925781","0.10952949523925781","0.10952949523925781"
"134","0.4620462656021118","0.4620462656021118","0.4620462656021118","0.48491209745407104","0.48491209745407104","0.48491209745407104","0.18311962485313416","0.18311962485313416","0.18311962485313416","0","0","0","0.008092507719993591","0.008092507719993591","0.008092507719993591","0.06322018802165985","0.06322018802165985","0.06322018802165985","0.37928634881973267","0.37928634881973267","0.37928634881973267"
"136","0.3914833068847656","0.3914833068847656","0.3914833068847656","0.3831833600997925","0.3831833600997925","0.3831833600997925","0.3596693277359009","0.3596693277359009","0.3596693277359009","0","0","0","0.009857177734375","0.009857177734375","0.009857177734375","0.025290772318840027","0.025290772318840027","0.025290772318840027","0.0801578164100647","0.0801578164100647","0.0801578164100647"
"138","0.7592260837554932","0.7592260837554932","0.7592260837554932","0.23085623979568481","0.23085623979568481","0.23085623979568481","0.9402267932891846","0.9402267932891846","0.9402267932891846","0","0","0","0.006207205355167389","0.006207205355167389","0.006207205355167389","0.04911676049232483","0.04911676049232483","0.04911676049232483","0.27634426951408386","0.27634426951408386","0.27634426951408386"
"140","0.47857463359832764","0.47857463359832764","0.47857463359832764","0.23564845323562622","0.23564845323562622","0.23564845323562622","0.4204757511615753","0.4204757511615753","0.4204757511615753","0","0","0","0.014237798750400543","0.014237798750400543","0.014237798750400543","0.04638679325580597","0.04638679325580597","0.04638679325580597","0.08190758526325226","0.08190758526325226","0.08190758526325226"
"142","0.24952590465545654","0.24952590465545654","0.24952590465545654","0.2146214246749878","0.2146214246749878","0.2146214246749878","0.5240932106971741","0.5240932106971741","0.5240932106971741","0","0","0","0.065925233066082","0.065925233066082","0.065925233066082","0.05200423300266266","0.05200423300266266","0.05200423300266266","0.2531450390815735","0.2531450390815735","0.2531450390815735"
"144","0.3958761692047119","0.3958761692047119","0.3958761692047119","0.3974840044975281","0.3974840044975281","0.3974840044975281","0.15112534165382385","0.15112534165382385","0.15112534165382385","0","0","0","0.010321758687496185","0.010321758687496185","0.010321758687496185","0.08709117770195007","0.08709117770195007","0.08709117770195007","0.2593945860862732","0.2593945860862732","0.2593945860862732"
"146","0.6971240043640137","0.6971240043640137","0.6971240043640137","1.0185480117797852","1.0185480117797852","1.0185480117797852","0.12856870889663696","0.12856870889663696","0.12856870889663696","0","0","0","0.012156598269939423","0.012156598269939423","0.012156598269939423","0.03244228661060333","0.03244228661060333","0.03244228661060333","0.23430213332176208","0.23430213332176208","0.23430213332176208"
