"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_joint_emb vowel speaker_frame__MAX"
"47","0.839027313217777","0.839027313217777","0.839027313217777","0.8508798982821278","0.8508798982821278","0.8508798982821278","0.8032882602998923","0.8032882602998923","0.8032882602998923","0.8612280721320743","0.8612280721320743","0.8612280721320743","0.936125251128478","0.936125251128478","0.936125251128478","0.9355140081367824","0.9355140081367824","0.9355140081367824"
