"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC1 vowel speaker_frame__MAX"
"109","0.5057518447732008","0.5057518447732008","0.5057518447732008","0.5580149398573031","0.5580149398573031","0.5580149398573031","0.5026585115493392","0.5026585115493392","0.5026585115493392","0.5455404780080366","0.5455404780080366","0.5455404780080366","0.551389197010792","0.551389197010792","0.551389197010792","0.5833905084442186","0.5833905084442186","0.5833905084442186"
