"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness all vowel speaker_frame__MAX"
"75","0.2284037531010606","0.2284037531010606","0.2284037531010606","0.19742100224277992","0.19742100224277992","0.19742100224277992","0.24060423676714673","0.24060423676714673","0.24060423676714673","0.2459560463552402","0.2459560463552402","0.2459560463552402","0.24402560125075035","0.24402560125075035","0.24402560125075035","0.2669563586167289","0.2669563586167289","0.2669563586167289"
