"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC1 vowel speaker_frame__MAX"
"105","0.08394352142663414","0.08394352142663414","0.08394352142663414","0.11832722723375019","0.11832722723375019","0.11832722723375019","0.2678018936876285","0.2678018936876285","0.2678018936876285","0.11342518626446044","0.11342518626446044","0.11342518626446044","0.09223476562790883","0.09223476562790883","0.09223476562790883","0.1554025910557103","0.1554025910557103","0.1554025910557103"
