"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score X vowel speaker_frame__MAX"
"92","0.7320288679816508","0.7320288679816508","0.7320288679816508","0.7798004418787108","0.7798004418787108","0.7798004418787108","0.7201057092658001","0.7201057092658001","0.7201057092658001","0.66636338238877","0.66636338238877","0.66636338238877","0.6694206230882526","0.6694206230882526","0.6694206230882526","0.6136882907377785","0.6136882907377785","0.6136882907377785"
