"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC3 vowel speaker_frame__MAX"
"134","0.08338849069228588","0.08338849069228588","0.08338849069228588","0.15479634514217075","0.15479634514217075","0.15479634514217075","0.2541286364061924","0.2541286364061924","0.2541286364061924","0.27349162451692477","0.27349162451692477","0.27349162451692477","0.24795573860984052","0.24795573860984052","0.24795573860984052","0.3303883349278614","0.3303883349278614","0.3303883349278614"
