"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_proj vowel speaker_frame__MAX"
"61","0.7148619923369445","0.7148619923369445","0.7148619923369445","0.6862139542067094","0.6862139542067094","0.6862139542067094","0.5502667841782376","0.5502667841782376","0.5502667841782376","0.637921001165479","0.637921001165479","0.637921001165479","0.7320257355661146","0.7320257355661146","0.7320257355661146","0.5616894667628928","0.5616894667628928","0.5616894667628928"
