"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC2__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC2__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC2__MAX"
"29","0.5839969813119377","0.5839969813119377","0.5839969813119377","0.6145214783627589","0.6145214783627589","0.6145214783627589","0.5942247731019006","0.5942247731019006","0.5942247731019006","0.6964431116318789","0.6964431116318789","0.6964431116318789","0.6769407979663575","0.6769407979663575","0.6769407979663575","0.6078883085416956","0.6078883085416956","0.6078883085416956"
