"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC1__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC1__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC1__MAX"
"35","0.3810925622298405","0.3810925622298405","0.3810925622298405","0.4108287375167685","0.4108287375167685","0.4108287375167685","0.2784692204501416","0.2784692204501416","0.2784692204501416","0.4146668654046803","0.4146668654046803","0.4146668654046803","0.3793039201073185","0.3793039201073185","0.3793039201073185","0.28785959159338204","0.28785959159338204","0.28785959159338204"
