"Step","vae1d_fc_b1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame","vae1d_fc_b1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MIN","vae1d_fc_b1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MAX","vae1d_fc_b0.1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame","vae1d_fc_b0.1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MIN","vae1d_fc_b0.1_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MAX","vae1d_fc_b0_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame","vae1d_fc_b0_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MIN","vae1d_fc_b0_mel_tc_norm_only - gaussian_total_correlation_norm z vowel speaker_frame__MAX"
"1","0.04376237726453361","0.04376237726453361","0.04376237726453361","0.06059290329834612","0.06059290329834612","0.06059290329834612","1.7147768793638019","1.7147768793638019","1.7147768793638019"
