"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score all vowel speaker_frame__MAX"
"86","0.047640270615880144","0.047640270615880144","0.047640270615880144","0.06133950958452077","0.06133950958452077","0.06133950958452077","0.09885087800248055","0.09885087800248055","0.09885087800248055","0.05102904140261997","0.05102904140261997","0.05102904140261997","0.06302422392173533","0.06302422392173533","0.06302422392173533","0.10133649372064045","0.10133649372064045","0.10133649372064045"
