"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_proj vowel speaker_frame__MAX"
"71","0.01792468251623866","0.01792468251623866","0.01792468251623866","0.013027369162485177","0.013027369162485177","0.013027369162485177","0.08930056845682481","0.08930056845682481","0.08930056845682481","0.014820401287766875","0.014820401287766875","0.014820401287766875","0.017351027450763477","0.017351027450763477","0.017351027450763477","0.18506861908405334","0.18506861908405334","0.18506861908405334"
