"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm X vowel speaker_frame__MAX"
"98","0.3370049429263314","0.3370049429263314","0.3370049429263314","0.5173826197786846","0.5173826197786846","0.5173826197786846","0.6020890025437292","0.6020890025437292","0.6020890025437292","0.35373557059944644","0.35373557059944644","0.35373557059944644","0.4356131599436399","0.4356131599436399","0.4356131599436399","0.41302530286936784","0.41302530286936784","0.41302530286936784"
