"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC2 vowel speaker_frame__MAX"
"118","0.5517382717889481","0.5517382717889481","0.5517382717889481","0.5940119983604725","0.5940119983604725","0.5940119983604725","0.548217013824198","0.548217013824198","0.548217013824198","0.4651973022319932","0.4651973022319932","0.4651973022319932","0.5147743786563327","0.5147743786563327","0.5147743786563327","0.5012482766330066","0.5012482766330066","0.5012482766330066"
