"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OC2 vowel speaker_frame__MAX"
"120","0.18768998061043177","0.18768998061043177","0.18768998061043177","0.0906768450438126","0.0906768450438126","0.0906768450438126","0.11114676878028457","0.11114676878028457","0.11114676878028457","0.15627934505365199","0.15627934505365199","0.15627934505365199","0.14050987115859265","0.14050987115859265","0.14050987115859265","0.15078667164919957","0.15078667164919957","0.15078667164919957"
