"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test X vowel speaker_frame__MAX"
"94","0.7341680582867838","0.7341680582867838","0.7341680582867838","0.7678561211749613","0.7678561211749613","0.7678561211749613","0.795849184407861","0.795849184407861","0.795849184407861","0.7756387194819951","0.7756387194819951","0.7756387194819951","0.7792001665393795","0.7792001665393795","0.7792001665393795","0.8356156811276176","0.8356156811276176","0.8356156811276176"
