"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_proj vowel speaker_frame__MAX"
"64","0.7566900809402084","0.7566900809402084","0.7566900809402084","0.7902426823945556","0.7902426823945556","0.7902426823945556","0.8762796893227547","0.8762796893227547","0.8762796893227547","0.8057036446445385","0.8057036446445385","0.8057036446445385","0.8020076071735116","0.8020076071735116","0.8020076071735116","0.8187040871068134","0.8187040871068134","0.8187040871068134"
