"Step","vae_1d_fc_b1_mel - best test accuracy speaker_frame z","vae_1d_fc_b1_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b1_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b0_mel - best test accuracy speaker_frame z","vae_1d_fc_b0_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b0_mel - best test accuracy speaker_frame z__MAX"
"5","0.7343034724031412","0.7343034724031412","0.7343034724031412","0.7296140533700547","0.7296140533700547","0.7296140533700547","0.7447244035877777","0.7447244035877777","0.7447244035877777"
