"Step","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame__MAX"
"17","0.01032126653562769","0.01032126653562769","0.01032126653562769","0.007528397499418855","0.007528397499418855","0.007528397499418855","0.044162884626915956","0.044162884626915956","0.044162884626915956"
