"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OCs_joint_emb vowel speaker_frame__MAX"
"56","0.0537470207836062","0.0537470207836062","0.0537470207836062","0.05785590955154491","0.05785590955154491","0.05785590955154491","0.09665463837938743","0.09665463837938743","0.09665463837938743","0.04926021546209277","0.04926021546209277","0.04926021546209277","0.07207914192679979","0.07207914192679979","0.07207914192679979","0.12056674789060895","0.12056674789060895","0.12056674789060895"
