"Step","vae_1d_fc_b1_mel - best test accuracy vowel z","vae_1d_fc_b1_mel - best test accuracy vowel z__MIN","vae_1d_fc_b1_mel - best test accuracy vowel z__MAX","vae_1d_fc_b0.1_mel - best test accuracy vowel z","vae_1d_fc_b0.1_mel - best test accuracy vowel z__MIN","vae_1d_fc_b0.1_mel - best test accuracy vowel z__MAX","vae_1d_fc_b0_mel - best test accuracy vowel z","vae_1d_fc_b0_mel - best test accuracy vowel z__MIN","vae_1d_fc_b0_mel - best test accuracy vowel z__MAX"
"2","0.9348024436686766","0.9348024436686766","0.9348024436686766","0.9625912408759124","0.9625912408759124","0.9625912408759124","0.975741827991114","0.975741827991114","0.975741827991114"
