"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC3__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC3__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC3__MAX"
"32","0.28621929179989275","0.28621929179989275","0.28621929179989275","0.3259190117768554","0.3259190117768554","0.3259190117768554","0.309514825333148","0.309514825333148","0.309514825333148","0.4434095287271861","0.4434095287271861","0.4434095287271861","0.4583440907195202","0.4583440907195202","0.4583440907195202","0.3996186920342383","0.3996186920342383","0.3996186920342383"
